"Time","Athletes","Meet","Meet_Date","Team","Event","Season","Location"
"3:18.78","Davis, Vignos, Warner, Macdonald","2011 SCIAC Track & Field Championships","Apr 29, 2011","Stag","4x400","2011","Outdoor"
"3:21.56","Warner, Davis, Vignos, Macdonald","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Stag","4x400","2011","Outdoor"
"3:21.66","Davis, Anderson, Vignos, Macdonald","UC-Irvine Spring Break Invite","Mar 19, 2011","Stag","4x400","2011","Outdoor"
"3:22.20","Davis, Chasan, Vignos, Macdonald","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Stag","4x400","2011","Outdoor"
"3:24.25","Warner, Weaver, Kunselman, Davis","2011 Pomona-Pitzer Invite","Apr 9, 2011","Stag","4x400","2011","Outdoor"
"3:24.68","Olmsted, Warner, Chasan, Macdonald","SCIAC Quad #1 at CMS","Mar 5, 2011","Stag","4x400","2011","Outdoor"
"3:24.70","Davis, Vignos, Chasan, Macdonald","Cal/Nevada Collegiate Championship","Mar 26, 2011","Stag","4x400","2011","Outdoor"
"3:26.79","Weaver, Warner, Chasan, Macdonald","Rossi Relays","Feb 26, 2011","Stag","4x400","2011","Outdoor"
"3:32.79","Weaver, Doran, Vignos, Kunselman","SCIAC Quad #1 at CMS","Mar 5, 2011","Stag","4x400","2011","Outdoor"
