"Time","Athletes","Meet","Meet_Date","Team","Event","Season","Location"
"7:47.48","Carroll, Chasan, Vignos, Dinolov","Rossi Relays","Feb 27, 2010","Stag","4x800","2010","Outdoor"
"8:33.78","Potterton, Kunselman, Ogilvie, Conroy","Rossi Relays","Feb 27, 2010","Stag","4x800","2010","Outdoor"
