"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Garton, Kelly","SR-4","4:29.26","Oxy Invitational Colleges","May 5, 2012","Athena","1500","2012","Outdoor"
"Garton, Kelly","SR-4","4:36.81","Oxy Distance Carnival Colleges","Mar 16, 2012","Athena","1500","2012","Outdoor"
"Garton, Kelly","SR-4","4:38.90","2012 Cal-Nevada Championships","Mar 31, 2012","Athena","1500","2012","Outdoor"
"Garton, Kelly","SR-4","4:42.72","UCSD - CPP - CMS Triangular","Feb 18, 2012","Athena","1500","2012","Outdoor"
"Garton, Kelly","SR-4","4:43.53","NCAA Division III Outdoor Track & Field Championships","May 24, 2012","Athena","1500","2012","Outdoor"
"Sauvage, Laura","SO-2","4:44.87","2012 Pomona-Pitzer T&F Invite","Apr 14, 2012","Athena","1500","2012","Outdoor"
"Garton, Kelly","SR-4","4:46.30","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","1500","2012","Outdoor"
"Garton, Kelly","SR-4","4:47.83","SCIAC Quad Meet 3","Apr 7, 2012","Athena","1500","2012","Outdoor"
"Wyatt, Laura","SR","4:48.18","Oxy Invitational Colleges","May 5, 2012","Athena","1500","2012","Outdoor"
"Mostatabi, Sara","SO","4:48.30","2012 Pomona-Pitzer T&F Invite","Apr 14, 2012","Athena","1500","2012","Outdoor"
"Sauvage, Laura","SO-2","4:48.89","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","1500","2012","Outdoor"
"Tave, Jennifer","SR-4","4:51.06","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","1500","2012","Outdoor"
"Garton, Kelly","SR-4","4:51.66","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","1500","2012","Outdoor"
"Sauvage, Laura","SO-2","4:51.95","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","1500","2012","Outdoor"
"Barnwell, Allison","JR","4:52.03","2012 Pomona-Pitzer T&F Invite","Apr 14, 2012","Athena","1500","2012","Outdoor"
"Mostatabi, Sara","SO","4:52.11","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","1500","2012","Outdoor"
