"Time","Athletes","Meet","Meet_Date","Team","Event","Season","Location"
"21:59.64","Tave, Hilles, Rigby, McLean","Rossi Relays","Feb 27, 2010","Athena","4x1600","2010","Outdoor"
"23:27.37","Gushue, Hogue, Crawford, Scott","Rossi Relays","Feb 27, 2010","Athena","4x1600","2010","Outdoor"
