"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"D'Anieri, Thomas","SO-2","9:06.64","40th Annual Aztec Open","Mar 23, 2018","Stag","3000S","2018","Outdoor"
"Hassman, Evan","FR-1","9:17.18","2018 Oxy Invitational (College/University)","May 12, 2018","Stag","3000S","2018","Outdoor"
"D'Anieri, Thomas","SO-2","9:18.54","NCAA Division III Outdoor Track & Field Championships","May 24, 2018","Stag","3000S","2018","Outdoor"
"Hassman, Evan","FR-1","9:22.46","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Stag","3000S","2018","Outdoor"
"Kimball, Will","FR-1","9:33.46","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Stag","3000S","2018","Outdoor"
"D'Anieri, Thomas","SO-2","9:37.62","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Stag","3000S","2018","Outdoor"
"Hassman, Evan","FR-1","9:39.04","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Stag","3000S","2018","Outdoor"
"D'Anieri, Thomas","SO-2","9:40.83","NCAA Division III Outdoor Track & Field Championships","May 24, 2018","Stag","3000S","2018","Outdoor"
"Kimball, Will","FR-1","9:44.89","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Stag","3000S","2018","Outdoor"
"Hassman, Evan","FR-1","9:47.06","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Stag","3000S","2018","Outdoor"
"Kimball, Will","FR-1","9:49.28","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Stag","3000S","2018","Outdoor"
"Hassman, Evan","FR-1","9:55.27","SCIAC Multi-Dual #1","Mar 3, 2018","Stag","3000S","2018","Outdoor"
"Kimball, Will","FR-1","10:07.88","SCIAC Multi-Dual #1","Mar 3, 2018","Stag","3000S","2018","Outdoor"
"Natarajan, Arjun","FR-1","10:08.07","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Stag","3000S","2018","Outdoor"
"Natarajan, Arjun","FR-1","10:22.22","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Stag","3000S","2018","Outdoor"
"Barraugh, Collin","SR-4","10:24.71","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Stag","3000S","2018","Outdoor"
"Adams, Colin","SR-4","10:25.55","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Stag","3000S","2018","Outdoor"
"Natarajan, Arjun","FR-1","10:39.78","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Stag","3000S","2018","Outdoor"
"Adams, Colin","SR-4","10:40.04","Oxy Distance Carnival Spring Break Classic","Mar 10, 2018","Stag","3000S","2018","Outdoor"
"Adams, Colin","SR-4","10:47.33","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Stag","3000S","2018","Outdoor"
"Natarajan, Arjun","FR-1","10:48.56","Oxy Distance Carnival Spring Break Classic","Mar 10, 2018","Stag","3000S","2018","Outdoor"
"Adams, Colin","SR-4","10:51.97","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Stag","3000S","2018","Outdoor"
"Adams, Colin","SR-4","10:57.46","SCIAC Multi-Dual #1","Mar 3, 2018","Stag","3000S","2018","Outdoor"
