"Time","Athletes","Meet","Meet_Date","Team","Event","Season","Location"
47.33,"Knaub, Tarleton, Cameron-Lewis, Abraham","NCAA Division III Outdoor Track & Field Championships","May 21, 2015","Athena","4x100","2015","Outdoor"
47.59,"Knaub, Tarleton, Cameron-Lewis, Abraham","2015 SCIAC Track & Field Championships","May 1, 2015","Athena","4x100","2015","Outdoor"
47.66,"Knaub, Tarleton, Cameron-Lewis, Abraham","Occidental Invitational (College/University)","May 9, 2015","Athena","4x100","2015","Outdoor"
47.78,"Knaub, Tarleton, Cameron-Lewis, Abraham","Caltech/Cal Lu/Chapman/CMS/Whittier","Apr 11, 2015","Athena","4x100","2015","Outdoor"
47.83,"Knaub, Tarleton, Cameron-Lewis, Abraham","2015 Pomona-Pitzer T&F Invite","Apr 4, 2015","Athena","4x100","2015","Outdoor"
47.99,"Knaub, Tarleton, Cameron-Lewis, Abraham","Pomona-Pitzer/Whittier/La Verne/Claremont-M-S","Mar 28, 2015","Athena","4x100","2015","Outdoor"
48.12,"Knaub, Tarleton, Cameron-Lewis, Abraham","Westmont Collegiate Classic","Mar 21, 2015","Athena","4x100","2015","Outdoor"
48.24,"Knaub, Tarleton, Cameron-Lewis, Abraham","2015 Triton Invitational","Apr 24, 2015","Athena","4x100","2015","Outdoor"
48.26,"Knaub, Tarleton, Cameron-Lewis, Abraham","SCIAC Multi Dual","Mar 7, 2015","Athena","4x100","2015","Outdoor"
48.63,"Knaub, Tarleton, Cameron-Lewis, Abraham","Rossi Relays","Feb 28, 2015","Athena","4x100","2015","Outdoor"
49.82,"Miller, Tarleton, Cameron-Lewis, Stewart","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Athena","4x100","2015","Outdoor"
