"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"McCullough, Scarlette","SO-2","4.58m","15' 0.5""","SCIAC Track & Field Championships","Apr 30, 2022",0,"Athena","LJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","4.53m","14' 10.5""","SCIAC Track & Field Championships","Apr 30, 2022",0.9,"Athena","LJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","4.50m","14' 9.25""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022",0,"Athena","LJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","4.50m","14' 9.25""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022",1.8,"Athena","LJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","4.48m","14' 8.5""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022",1.6,"Athena","LJ","2022","Outdoor"
"Rogers, Simone","FR-1","4.47m","14' 8""","SCIAC #1 @ ULV","Mar 5, 2022",1.6,"Athena","LJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","4.42m","14' 6""","25th Rossi Relays","Feb 26, 2022",0,"Athena","LJ","2022","Outdoor"
"Rogers, Simone","FR-1","4.42m","14' 6""","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022",0.9,"Athena","LJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","4.41m","14' 5.75""","25th Rossi Relays","Feb 26, 2022",-0.5,"Athena","LJ","2022","Outdoor"
"Rogers, Simone","FR-1","4.41m","14' 5.75""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022",1.7,"Athena","LJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","4.40m","14' 5.25""","SCIAC #1 @ ULV","Mar 5, 2022",0.2,"Athena","LJ","2022","Outdoor"
"Rogers, Simone","FR-1","4.39m","14' 5""","SCIAC Track & Field Championships","Apr 30, 2022",0,"Athena","LJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","4.37m","14' 4""","25th Rossi Relays","Feb 26, 2022",-0.6,"Athena","LJ","2022","Outdoor"
"Rogers, Simone","FR-1","4.32m","14' 2.25""","Westmont Collegiate Classic","Mar 26, 2022",-0.3,"Athena","LJ","2022","Outdoor"
"Rogers, Simone","FR-1","4.28m","14' 0.5""","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022",0,"Athena","LJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","4.23m","13' 10.5""","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022",0,"Athena","LJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","4.23m","13' 10.5""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022",-0.1,"Athena","LJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","4.21m","13' 9.75""","Westmont Collegiate Classic","Mar 26, 2022",0.3,"Athena","LJ","2022","Outdoor"
"Rogers, Simone","FR-1","4.20m","13' 9.5""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022",1.2,"Athena","LJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","4.17m","13' 8.25""","Westmont Collegiate Classic","Mar 26, 2022",-0.4,"Athena","LJ","2022","Outdoor"
"Rogers, Simone","FR-1","4.16m","13' 7.75""","Westmont Collegiate Classic","Mar 26, 2022",0,"Athena","LJ","2022","Outdoor"
"Rogers, Simone","FR-1","4.15m","13' 7.5""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022",1.5,"Athena","LJ","2022","Outdoor"
"Rogers, Simone","FR-1","4.13m","13' 6.75""","Westmont Collegiate Classic","Mar 26, 2022",0,"Athena","LJ","2022","Outdoor"
"Rogers, Simone","FR-1","4.12m","13' 6.25""","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022",0,"Athena","LJ","2022","Outdoor"
"Rogers, Simone","FR-1","4.09m","13' 5""","SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022",0.9,"Athena","LJ","2022","Outdoor"
"Rogers, Simone","FR-1","4.06m","13' 4""","Westmont Collegiate Classic","Mar 26, 2022",0,"Athena","LJ","2022","Outdoor"
"Rogers, Simone","FR-1","4.03m","13' 2.75""","SCIAC Track & Field Championships","Apr 30, 2022",0,"Athena","LJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","4.02m","13' 2.25""","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022",0,"Athena","LJ","2022","Outdoor"
"Rogers, Simone","FR-1","4.02m","13' 2.25""","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022",0,"Athena","LJ","2022","Outdoor"
"Rogers, Simone","FR-1","4.02m","13' 2.25""","Westmont Collegiate Classic","Mar 26, 2022",-1.8,"Athena","LJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","4.01m","13' 2""","Westmont Collegiate Classic","Mar 26, 2022",0.5,"Athena","LJ","2022","Outdoor"
