"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Sauvage, Laura","FR-1","17:14.03","Oxy Invitational","May 7, 2011","Athena","5000","2011","Outdoor"
"Tave, Jennifer","SR","17:15.37","Cal/Nevada Collegiate Championship","Mar 26, 2011","Athena","5000","2011","Outdoor"
"Sauvage, Laura","FR-1","17:30.89","Oxy Distance Carnival","Mar 11, 2011","Athena","5000","2011","Outdoor"
"Tave, Jennifer","SR","17:37.46","Oxy Invitational","May 7, 2011","Athena","5000","2011","Outdoor"
"Tave, Jennifer","SR","17:40.94","2011 NCAA Division III Outdoor Track & Field Championships","May 26, 2011","Athena","5000","2011","Outdoor"
"Sauvage, Laura","FR-1","17:54.88","SCIAC Quad #1 at CMS","Mar 5, 2011","Athena","5000","2011","Outdoor"
"Sauvage, Laura","FR-1","18:00.21","Cal/Nevada Collegiate Championship","Mar 26, 2011","Athena","5000","2011","Outdoor"
"Tave, Jennifer","SR","18:00.92","SCIAC Quad #1 at CMS","Mar 5, 2011","Athena","5000","2011","Outdoor"
"Tave, Jennifer","SR","18:01.60","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","5000","2011","Outdoor"
"Sauvage, Laura","FR-1","18:01.97","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","5000","2011","Outdoor"
"Rigby, Julia","JR-3","18:25.58","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","5000","2011","Outdoor"
"Rigby, Julia","JR-3","18:25.61","Oxy Distance Carnival","Mar 11, 2011","Athena","5000","2011","Outdoor"
"Sauvage, Laura","FR-1","18:30.54","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Athena","5000","2011","Outdoor"
"Sauvage, Laura","FR-1","18:31.08","2011 NCAA Division III Outdoor Track & Field Championships","May 26, 2011","Athena","5000","2011","Outdoor"
"Deutsch, Breanna","JR-3","18:36.18","Oxy Distance Carnival","Mar 11, 2011","Athena","5000","2011","Outdoor"
"Deutsch, Breanna","JR-3","18:36.47","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","5000","2011","Outdoor"
"Barnwell, Allison","JR","18:38.39","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","5000","2011","Outdoor"
"Tave, Jennifer","SR","18:38.59","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Athena","5000","2011","Outdoor"
"Barnwell, Allison","JR","18:39.28","2011 Pomona-Pitzer Invite","Apr 9, 2011","Athena","5000","2011","Outdoor"
"Zimmerling, Aubrey","SR","18:50.01","2011 Pomona-Pitzer Invite","Apr 9, 2011","Athena","5000","2011","Outdoor"
"Tave, Jennifer","SR","18:51.77","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Athena","5000","2011","Outdoor"
"Rigby, Julia","JR-3","18:52.02","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Athena","5000","2011","Outdoor"
"Rigby, Julia","JR-3","19:21.03","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Athena","5000","2011","Outdoor"
"Zimmerling, Aubrey","SR","19:29.38","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","5000","2011","Outdoor"
"Deutsch, Breanna","JR-3","19:38.61","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011","Athena","5000","2011","Outdoor"
"Beem, Lisa","FR-1","19:44.26","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","5000","2011","Outdoor"
"Crawford, Kate","SO-2","19:56.38","Oxy Distance Carnival","Mar 11, 2011","Athena","5000","2011","Outdoor"
"Crawford, Kate","SO-2","20:29.13","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","5000","2011","Outdoor"
"Schell, Becca","FR-1","22:43.61","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Athena","5000","2011","Outdoor"
"Sholes, Sara","JR-3","22:51.26","2011 SCIAC Track & Field Championships","Apr 29, 2011","Athena","5000","2011","Outdoor"
"Sholes, Sara","JR-3","24:23.07","SCIAC Quad #1 at CMS","Mar 5, 2011","Athena","5000","2011","Outdoor"
"Sholes, Sara","JR-3","25:01.94","Univ. of Redlands SCIAC Quad","Apr 2, 2011","Athena","5000","2011","Outdoor"
