"Time","Athletes","Meet","Meet_Date","Team","Event","Season","Location"
"12:26.43","Zimmer, Maley, Bitetti, Harmon","25th Rossi Relays","Feb 26, 2022","Athena","DMR","2022","Outdoor"
"13:01.88","Taylor, Schleifer, Johnson, Kimme","25th Rossi Relays","Feb 26, 2022","Athena","DMR","2022","Outdoor"
"13:11.90","Hartmann, Forte, Hano, Button","25th Rossi Relays","Feb 26, 2022","Athena","DMR","2022","Outdoor"
"13:18.17","Gushue, Choe, Habib, Jenne","25th Rossi Relays","Feb 26, 2022","Athena","DMR","2022","Outdoor"
