"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Weaver, Hannah","JR-3","11:56.53","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","3000S","2023","Outdoor"
"Weaver, Hannah","JR-3","12:18.86","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Athena","3000S","2023","Outdoor"
"Weaver, Hannah","JR-3","12:22.17","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","3000S","2023","Outdoor"
"Milbrodt, Jenna","FR-1","12:23.83","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","3000S","2023","Outdoor"
"Weaver, Hannah","JR-3","12:29.35","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Athena","3000S","2023","Outdoor"
"Milbrodt, Jenna","FR-1","12:33.24","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","3000S","2023","Outdoor"
"Kendrick, Emily","FR-1","12:39.10","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","3000S","2023","Outdoor"
"Kendrick, Emily","FR-1","12:40.03","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","3000S","2023","Outdoor"
"Kendrick, Emily","FR-1","12:49.53","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Athena","3000S","2023","Outdoor"
"Hughes, Amber","JR-3","12:55.35","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Athena","3000S","2023","Outdoor"
