"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Pratt, Grace","SO-2",12.36,"SCIAC Track & Field Conference Championships","Apr 27, 2019",0.7,"Athena","100","2019","Outdoor"
"Pratt, Grace","SO-2",12.44,"SCIAC Track & Field Conference Championships","Apr 27, 2019",-0.3,"Athena","100","2019","Outdoor"
"Griffith, Sabrine","JR-3",12.66,"SCIAC Track & Field Conference Championships","Apr 27, 2019",0.7,"Athena","100","2019","Outdoor"
"Pratt, Grace","SO-2",12.71,"23rd Rossi Relays","Feb 23, 2019",1.1,"Athena","100","2019","Outdoor"
"Pratt, Grace","SO-2",12.75,"SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.3,"Athena","100","2019","Outdoor"
"Griffith, Sabrine","JR-3",12.76,"SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.6,"Athena","100","2019","Outdoor"
"Griffith, Sabrine","JR-3",12.8,"SCIAC Track & Field Conference Championships","Apr 27, 2019",-0.3,"Athena","100","2019","Outdoor"
"Mell, Amanda","JR-3",12.81,"SCIAC Track & Field Conference Championships","Apr 27, 2019",0.9,"Athena","100","2019","Outdoor"
"Griffith, Sabrine","JR-3",12.87,"SCIAC Multi-Dual #2","Mar 30, 2019",1.5,"Athena","100","2019","Outdoor"
"Pratt, Grace","SO-2",13.02,"2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",1.5,"Athena","100","2019","Outdoor"
"Chami, Dani","SR-4",13.07,"SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.6,"Athena","100","2019","Outdoor"
"Griffith, Sabrine","JR-3",13.09,"Oxy Distance Carnival Spring Break Classic","Mar 9, 2019",0.3,"Athena","100","2019","Outdoor"
"Pratt, Grace","SO-2",13.13,"41st Annual Aztec Open","Mar 21, 2019",0.4,"Athena","100","2019","Outdoor"
"Pratt, Grace","SO-2",13.13,"Redlands Invitational","Mar 15, 2019",-0.6,"Athena","100","2019","Outdoor"
"Mell, Amanda","JR-3",13.14,"2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0.9,"Athena","100","2019","Outdoor"
"Griffith, Sabrine","JR-3",13.16,"2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0.9,"Athena","100","2019","Outdoor"
"Griffith, Sabrine","JR-3",13.21,"Redlands Invitational","Mar 15, 2019",0.3,"Athena","100","2019","Outdoor"
"Chami, Dani","SR-4",13.33,"SCIAC Multi-Dual #2","Mar 30, 2019",0.2,"Athena","100","2019","Outdoor"
"Canfield, Julia","JR-3",13.43,"SCIAC Multi-Dual #2","Mar 30, 2019",1.5,"Athena","100","2019","Outdoor"
"Weisman , Carolyn","SO-2",13.48,"2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0.1,"Athena","100","2019","Outdoor"
"Canfield, Julia","JR-3",13.5,"SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.3,"Athena","100","2019","Outdoor"
"Canfield, Julia","JR-3",13.59,"SCIAC Track & Field Conference Championships","Apr 27, 2019",0.9,"Athena","100","2019","Outdoor"
"Canfield, Julia","JR-3",13.79,"Redlands Invitational","Mar 15, 2019",0.7,"Athena","100","2019","Outdoor"
"Catolico, Julia","SO-2",13.83,"SCIAC Multi-Dual #2","Mar 30, 2019",1.5,"Athena","100","2019","Outdoor"
"Chami, Dani","SR-4",13.88,"SCIAC Dual Redlands","Mar 2, 2019",-1.5,"Athena","100","2019","Outdoor"
"Catolico, Julia","SO-2",13.99,"41st Annual Aztec Open","Mar 21, 2019",-0.6,"Athena","100","2019","Outdoor"
