"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Bassett, Emily","SR-4","62.51m","205' 1""","NCAA Division III Outdoor Track & Field Championships","May 24, 2018","Athena","HT","2018","Outdoor"
"Bassett, Emily","SR-4","62.04m","203' 6""","Beach Invitational","Apr 20, 2018","Athena","HT","2018","Outdoor"
"Bassett, Emily","SR-4","61.06m","200' 4""","Beach Invitational","Apr 20, 2018","Athena","HT","2018","Outdoor"
"Bassett, Emily","SR-4","60.71m","199' 2""","NCAA Division III Outdoor Track & Field Championships","May 24, 2018","Athena","HT","2018","Outdoor"
"Bassett, Emily","SR-4","60.29m","197' 10""","NCAA Division III Outdoor Track & Field Championships","May 24, 2018","Athena","HT","2018","Outdoor"
"Bassett, Emily","SR-4","59.99m","196' 10""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","HT","2018","Outdoor"
"Bassett, Emily","SR-4","59.28m","194' 6""","Beach Invitational","Apr 20, 2018","Athena","HT","2018","Outdoor"
"Bassett, Emily","SR-4","58.94m","193' 4""","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Athena","HT","2018","Outdoor"
"Bassett, Emily","SR-4","58.90m","193' 3""","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Athena","HT","2018","Outdoor"
"Bassett, Emily","SR-4","58.88m","193' 2""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Athena","HT","2018","Outdoor"
"Bassett, Emily","SR-4","58.87m","193' 2""","Mt. SAC Relays","Apr 19, 2018","Athena","HT","2018","Outdoor"
"Bassett, Emily","SR-4","58.72m","192' 8""","2018 Redlands Last Chance Qualifier","May 16, 2018","Athena","HT","2018","Outdoor"
"Bassett, Emily","SR-4","58.67m","192' 6""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","HT","2018","Outdoor"
"Bassett, Emily","SR-4","58.49m","191' 11""","SCIAC Multi-Dual #1","Mar 3, 2018","Athena","HT","2018","Outdoor"
