"Time","Athletes","Meet","Meet_Date","Team","Event","Season","Location"
"11:54.84","McKillop, Cameron-Lewis, Mejia, Blum","Rossi Relays","Feb 27, 2016","Athena","DMR","2016","Outdoor"
"13:19.82","Maslan, Shirey, Mann, Fuelling","Rossi Relays","Feb 27, 2016","Athena","DMR","2016","Outdoor"
"13:38.39","Shepard, Nix, Msall, Marsh","Rossi Relays","Feb 27, 2016","Athena","DMR","2016","Outdoor"
