"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Catolico, Davis","SR-4","13.91m","45' 7.75""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018",0,"Stag","TJ","2018","Outdoor"
"Catolico, Davis","SR-4","13.53m","44' 4.75""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",-0.2,"Stag","TJ","2018","Outdoor"
"Catolico, Davis","SR-4","13.41m","44' 0""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",0,"Stag","TJ","2018","Outdoor"
"Catolico, Davis","SR-4","13.39m","43' 11.25""","Titan Twilight","May 5, 2018",0,"Stag","TJ","2018","Outdoor"
"Brady, Eamon","FR-1","13.26m","43' 6""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",1.3,"Stag","TJ","2018","Outdoor"
"Catolico, Davis","SR-4","13.19m","43' 3.25""","Bryan Clay Invitational","Apr 19, 2018",1.7,"Stag","TJ","2018","Outdoor"
"Catolico, Davis","SR-4","13.15m","43' 1.75""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018",1.7,"Stag","TJ","2018","Outdoor"
"Brady, Eamon","FR-1","13.01m","42' 8.25""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018",0.7,"Stag","TJ","2018","Outdoor"
"Catolico, Davis","SR-4","12.93m","42' 5.25""","Redlands Invitational","Mar 16, 2018",0.4,"Stag","TJ","2018","Outdoor"
"Brady, Eamon","FR-1","12.88m","42' 3.25""","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018",1.6,"Stag","TJ","2018","Outdoor"
"Catolico, Davis","SR-4","12.82m","42' 0.75""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018",1.5,"Stag","TJ","2018","Outdoor"
"Catolico, Davis","SR-4","12.75m","41' 10""","SCIAC Multi-Dual #1","Mar 3, 2018",0,"Stag","TJ","2018","Outdoor"
"Catolico, Davis","SR-4","12.61m","41' 4.5""","Redlands Invitational","Mar 16, 2018",0.7,"Stag","TJ","2018","Outdoor"
"Catolico, Davis","SR-4","12.50m","41' 0.25""","Titan Twilight","May 5, 2018",0,"Stag","TJ","2018","Outdoor"
"Brady, Eamon","FR-1","12.35m","40' 6.25""","SCIAC Multi-Dual #1","Mar 3, 2018",-0.2,"Stag","TJ","2018","Outdoor"
"Brady, Eamon","FR-1","10.69m","35' 1""","Redlands Invitational","Mar 16, 2018",0.5,"Stag","TJ","2018","Outdoor"
"Brady, Eamon","FR-1","10.48m","34' 4.75""","Redlands Invitational","Mar 16, 2018",1.8,"Stag","TJ","2018","Outdoor"
