"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"McKillop, Bryn","SO-2","4:29.92","Bryan Clay Invitational","Apr 14, 2016","Athena","1500","2016","Outdoor"
"McKillop, Bryn","SO-2","4:30.70","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Athena","1500","2016","Outdoor"
"McKillop, Bryn","SO-2","4:34.75","Occidental Distance Carnival Spring Break Classic","Mar 11, 2016","Athena","1500","2016","Outdoor"
"McKillop, Bryn","SO-2","4:37.28","NCAA Division III Outdoor Track & Field Championships","May 26, 2016","Athena","1500","2016","Outdoor"
"McKillop, Bryn","SO-2","4:39.64","SCIAC Track & Field Championships","Apr 29, 2016","Athena","1500","2016","Outdoor"
"McKillop, Bryn","SO-2","4:40.66","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016","Athena","1500","2016","Outdoor"
"Blum, Bridget","SR-4","4:40.80","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Athena","1500","2016","Outdoor"
"Mejia, Carmen","JR-3","4:46.33","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016","Athena","1500","2016","Outdoor"
"Blum, Bridget","SR-4","4:47.10","SCIAC Multi-Dual #3","Apr 16, 2016","Athena","1500","2016","Outdoor"
"Mejia, Carmen","JR-3","4:50.14","SCIAC Multi-Dual #3","Apr 16, 2016","Athena","1500","2016","Outdoor"
"McKillop, Bryn","SO-2","4:59.39","SCIAC Track & Field Championships","Apr 29, 2016","Athena","1500","2016","Outdoor"
"Fuelling, Meghan","SR-4","5:00.25","SCIAC Multi-Dual #3","Apr 16, 2016","Athena","1500","2016","Outdoor"
"Shepard, Anna","JR-3","5:01.48","SCIAC Multi-Dual #3","Apr 16, 2016","Athena","1500","2016","Outdoor"
"Marsh, Natalie","FR-1","5:01.71","SCIAC Track & Field Championships","Apr 29, 2016","Athena","1500","2016","Outdoor"
"Marsh, Natalie","FR-1","5:01.74","SCIAC Multi-Dual #3","Apr 16, 2016","Athena","1500","2016","Outdoor"
"Maslan, Nicki","SR-4","5:02.07","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Athena","1500","2016","Outdoor"
"Marsh, Natalie","FR-1","5:03.30","SCIAC Track & Field Championships","Apr 29, 2016","Athena","1500","2016","Outdoor"
"Marsh, Natalie","FR-1","5:05.27","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016","Athena","1500","2016","Outdoor"
"Marsh, Natalie","FR-1","5:08.29","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016","Athena","1500","2016","Outdoor"
"Nix, Meredith","FR-1","5:10.01","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Athena","1500","2016","Outdoor"
"Palenscar, Olivia","FR-1","5:10.74","SCIAC Track & Field Championships","Apr 29, 2016","Athena","1500","2016","Outdoor"
"Palenscar, Olivia","FR-1","5:11.73","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016","Athena","1500","2016","Outdoor"
"Palenscar, Olivia","FR-1","5:11.73","SCIAC Track & Field Championships","Apr 29, 2016","Athena","1500","2016","Outdoor"
"Fuelling, Meghan","SR-4","5:11.99","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016","Athena","1500","2016","Outdoor"
"Palenscar, Olivia","FR-1","5:12.54","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016","Athena","1500","2016","Outdoor"
"Huen, Melanie","SR-4","5:12.67","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016","Athena","1500","2016","Outdoor"
"Broderick, Laura","SO-2","5:13.81","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016","Athena","1500","2016","Outdoor"
"Palenscar, Olivia","FR-1","5:14.97","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Athena","1500","2016","Outdoor"
"Su, Emma","SO-2","5:18.01","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016","Athena","1500","2016","Outdoor"
"Nix, Meredith","FR-1","5:18.51","SCIAC Track & Field Championships","Apr 29, 2016","Athena","1500","2016","Outdoor"
"Su, Emma","SO-2","5:19.87","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016","Athena","1500","2016","Outdoor"
"Huen, Melanie","SR-4","5:26.02","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016","Athena","1500","2016","Outdoor"
"Huen, Melanie","SR-4","5:26.38","SCIAC Multi-Dual #3","Apr 16, 2016","Athena","1500","2016","Outdoor"
"Abruzzo, Sondra","FR-1","5:30.12","SCIAC Multi-Dual #3","Apr 16, 2016","Athena","1500","2016","Outdoor"
"Snider, Leah","SR-4","6:04.10","SCIAC Track & Field Championships","Apr 29, 2016","Athena","1500","2016","Outdoor"
