"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Hansen, Kyle","","6.62m","21' 8.75""","Univ. of Redlands SCIAC Quad","Apr 2, 2011",0.1,"Stag","LJ","2011","Outdoor"
"Hansen, Kyle","","6.59m","21' 7.5""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011",0,"Stag","LJ","2011","Outdoor"
"Hansen, Kyle","","6.57m","21' 6.75""","2011 SCIAC Track & Field Championships","Apr 29, 2011",0.8,"Stag","LJ","2011","Outdoor"
"Hansen, Kyle","","6.43m","21' 1.25""","2011 Pomona-Pitzer Invite","Apr 9, 2011",1.6,"Stag","LJ","2011","Outdoor"
"Hansen, Kyle","","6.42m","21' 0.75""","2011 SCIAC Track & Field Championships","Apr 29, 2011",1.9,"Stag","LJ","2011","Outdoor"
"Hansen, Kyle","","6.37m","20' 10.75""","2011 Pomona-Pitzer Invite","Apr 9, 2011",2,"Stag","LJ","2011","Outdoor"
"Cheung, Jeremy","JR-3","6.35m","20' 10""","2011 SCIAC Track & Field Championships","Apr 29, 2011",1.9,"Stag","LJ","2011","Outdoor"
"Cheung, Jeremy","JR-3","6.22m","20' 5""","2011 SCIAC Track & Field Championships","Apr 29, 2011",0.2,"Stag","LJ","2011","Outdoor"
"Hansen, Kyle","","6.22m","20' 5""","2011 Pomona-Pitzer Invite","Apr 9, 2011",0.4,"Stag","LJ","2011","Outdoor"
"Hansen, Kyle","","6.22m","20' 5""","2011 SCIAC Track & Field Championships","Apr 29, 2011",1.6,"Stag","LJ","2011","Outdoor"
"Cheung, Jeremy","JR-3","6.12m","20' 1""","SCIAC Quad #1 at CMS","Mar 5, 2011",-1.9,"Stag","LJ","2011","Outdoor"
"Cheung, Jeremy","JR-3","6.10m","20' 0.25""","2011 Pomona-Pitzer Invite","Apr 9, 2011",0,"Stag","LJ","2011","Outdoor"
"Cheung, Jeremy","JR-3","6.08m","19' 11.5""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011",1.5,"Stag","LJ","2011","Outdoor"
"Cheung, Jeremy","JR-3","6.05m","19' 10.25""","Rossi Relays","Feb 26, 2011",1.5,"Stag","LJ","2011","Outdoor"
"Brown, Brandon","JR-3","6.03m","19' 9.5""","2011 SCIAC Track & Field Championships","Apr 29, 2011",-1.1,"Stag","LJ","2011","Outdoor"
"Hansen, Kyle","","6.01m","19' 8.75""","2011 SCIAC Track & Field Championships","Apr 29, 2011",-0.3,"Stag","LJ","2011","Outdoor"
"Brown, Brandon","JR-3","6.00m","19' 8.25""","2011 SCIAC Track & Field Championships","Apr 29, 2011",0.9,"Stag","LJ","2011","Outdoor"
"Cheung, Jeremy","JR-3","6.00m","19' 8.25""","2011 Pomona-Pitzer Invite","Apr 9, 2011",0,"Stag","LJ","2011","Outdoor"
"Brown, Brandon","JR-3","5.97m","19' 7""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011",1.2,"Stag","LJ","2011","Outdoor"
