"Time","Athletes","Meet","Meet_Date","Team","Event","Season","Location"
"12:43.88","Blum, Arnett, Maslan, Williams","Rossi Relays","Feb 22, 2014","Athena","DMR","2014","Outdoor"
"12:59.06","Barnwell, Shepard, Wu, Lehr","Rossi Relays","Feb 22, 2014","Athena","DMR","2014","Outdoor"
"13:21.70","Spees, Monahan, Fuelling, Carmo","Rossi Relays","Feb 22, 2014","Athena","DMR","2014","Outdoor"
"13:22.82","Mow, Muenzen, Scott, Willian","Rossi Relays","Feb 22, 2014","Athena","DMR","2014","Outdoor"
