"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Bassett, Emily","SR-4","45.22m","148' 4""","2018 Redlands Last Chance Qualifier","May 16, 2018","Athena","DT","2018","Outdoor"
"Bassett, Emily","SR-4","42.15m","138' 3""","2018 Redlands Last Chance Qualifier","May 16, 2018","Athena","DT","2018","Outdoor"
"Bassett, Emily","SR-4","41.74m","136' 11""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","DT","2018","Outdoor"
"Bassett, Emily","SR-4","41.70m","136' 10""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Athena","DT","2018","Outdoor"
"Bassett, Emily","SR-4","41.50m","136' 2""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Athena","DT","2018","Outdoor"
"Bassett, Emily","SR-4","41.43m","135' 11""","SCIAC Multi Dual #3 @ CMS","Apr 14, 2018","Athena","DT","2018","Outdoor"
"Bassett, Emily","SR-4","40.37m","132' 5""","NCAA Division III Outdoor Track & Field Championships","May 24, 2018","Athena","DT","2018","Outdoor"
"Bassett, Emily","SR-4","39.41m","129' 3""","SCIAC Multi-Dual #1","Mar 3, 2018","Athena","DT","2018","Outdoor"
"Bassett, Emily","SR-4","39.12m","128' 4""","SCIAC Outdoor Track & Field Championships","Apr 27, 2018","Athena","DT","2018","Outdoor"
"Bassett, Emily","SR-4","38.66m","126' 10""","2018 Pomona-Pitzer Collegiate All Comers","Feb 17, 2018","Athena","DT","2018","Outdoor"
"Bassett, Emily","SR-4","38.45m","126' 2""","Redlands Invitational","Mar 16, 2018","Athena","DT","2018","Outdoor"
"Bassett, Emily","SR-4","38.34m","125' 9""","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Athena","DT","2018","Outdoor"
"Bassett, Emily","SR-4","38.06m","124' 10""","2018 Pomona-Pitzer T&F Invite","Apr 7, 2018","Athena","DT","2018","Outdoor"
"Bassett, Emily","SR-4","37.41m","122' 9""","SCIAC Multi-Dual #2 at Whittier","Mar 31, 2018","Athena","DT","2018","Outdoor"
