"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Tarleton, Hanna","FR-1","56.85","2014 SCIAC T&F Championships","May 3, 2014","Athena","400","2014","Outdoor"
"Tarleton, Hanna","FR-1","57.75","2014 Pomona-Pitzer T&F All Comers","Feb 15, 2014","Athena","400","2014","Outdoor"
"Tarleton, Hanna","FR-1","57.80","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014","Athena","400","2014","Outdoor"
"Tarleton, Hanna","FR-1","57.95","2014 Pomona-Pitzer T&F Invite (College/Univ)","Apr 12, 2014","Athena","400","2014","Outdoor"
"Tarleton, Hanna","FR-1","58.08","SCIAC Multi Duals Meet #3","Apr 19, 2014","Athena","400","2014","Outdoor"
"Tarleton, Hanna","FR-1","58.23","NCAA Division III Outdoor Track & Field Championships","May 22, 2014","Athena","400","2014","Outdoor"
"Tarleton, Hanna","FR-1","58.66","2014 SCIAC T&F Championships","May 3, 2014","Athena","400","2014","Outdoor"
"Hollshwander, Amy","FR-1","1:00.60","SCIAC Multi Duals Meet #3","Apr 19, 2014","Athena","400","2014","Outdoor"
"Hollshwander, Amy","FR-1","1:02.24","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014","Athena","400","2014","Outdoor"
"Hollshwander, Amy","FR-1","1:02.85","2014 Pomona-Pitzer T&F All Comers","Feb 15, 2014","Athena","400","2014","Outdoor"
"Miller, Cora","JR-3","1:03.33","2014 SCIAC Quad Meet","Mar 29, 2014","Athena","400","2014","Outdoor"
"Ingram, Amy","FR-1","1:03.33","2014 Pomona-Pitzer T&F All Comers","Feb 15, 2014","Athena","400","2014","Outdoor"
"Monahan, Stephanie","FR-1","1:03.62","2014 SCIAC T&F Championships","May 3, 2014","Athena","400","2014","Outdoor"
