"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Page, Russell","SR","8:58.85","UCSD - CPP - CMS Triangular","Feb 18, 2012","Stag","3000","2012","Outdoor"
"Pitcavage, Sam","SO","8:59.54","UCSD - CPP - CMS Triangular","Feb 18, 2012","Stag","3000","2012","Outdoor"
"Baffi, Tim","SR","9:00.65","UCSD - CPP - CMS Triangular","Feb 18, 2012","Stag","3000","2012","Outdoor"
"Mauro, Alex","SO","9:02.66","UCSD - CPP - CMS Triangular","Feb 18, 2012","Stag","3000","2012","Outdoor"
"Briskman, Colin","JR","9:14.17","UCSD - CPP - CMS Triangular","Feb 18, 2012","Stag","3000","2012","Outdoor"
"Cook, Matt","SO","9:17.22","UCSD - CPP - CMS Triangular","Feb 18, 2012","Stag","3000","2012","Outdoor"
"Cook, Matt","SO","9:19.27","Rossi Relays","Feb 25, 2012","Stag","3000","2012","Outdoor"
"Briskman, Jonathan","JR","9:20.41","UCSD - CPP - CMS Triangular","Feb 18, 2012","Stag","3000","2012","Outdoor"
"Boerigter, Tom","SR-4","9:46.52","UCSD - CPP - CMS Triangular","Feb 18, 2012","Stag","3000","2012","Outdoor"
"O'Neill, Kevin","SR","10:09.64","UCSD - CPP - CMS Triangular","Feb 18, 2012","Stag","3000","2012","Outdoor"
"Guo, Tom","JR-3","10:23.75","Rossi Relays","Feb 25, 2012","Stag","3000","2012","Outdoor"
"Guo, Tom","JR-3","10:26.11","UCSD - CPP - CMS Triangular","Feb 18, 2012","Stag","3000","2012","Outdoor"
