"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Anderson, Joey","SO-2",15.32,"Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010",-0.4,"Stag","110H","2010","Outdoor"
"Anderson, Joey","SO-2",15.37,"SCIAC Quad Meet","Apr 17, 2010",-0.7,"Stag","110H","2010","Outdoor"
"Pittman, Ryan","SR-4",15.66,"SCIAC Championships","Apr 30, 2010",1.2,"Stag","110H","2010","Outdoor"
"Pittman, Ryan","SR-4",15.81,"2010 Pomona-Pitzer Track & Field Invite (Invited Colleges)","Apr 10, 2010",-0.4,"Stag","110H","2010","Outdoor"
"Pittman, Ryan","SR-4",15.91,"Cal Lu - CMS - La Verne - Whittier","Mar 6, 2010",0.7,"Stag","110H","2010","Outdoor"
"Pittman, Ryan","SR-4",16.03,"Rossi Relays","Feb 27, 2010",1.2,"Stag","110H","2010","Outdoor"
"Pittman, Ryan","SR-4",16.03,"Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010",-0.4,"Stag","110H","2010","Outdoor"
"Pittman, Ryan","SR-4",16.07,"SCIAC Championships","Apr 30, 2010",0.6,"Stag","110H","2010","Outdoor"
"Abernethy, David","SR-4",16.12,"SCIAC Championships","Apr 30, 2010",1.2,"Stag","110H","2010","Outdoor"
"Abernethy, David","SR-4",16.14,"SCIAC Quad Meet","Apr 17, 2010",-0.7,"Stag","110H","2010","Outdoor"
"Pittman, Ryan","SR-4",16.14,"Cal/Nevada Collegiate Championship","Mar 27, 2010",0,"Stag","110H","2010","Outdoor"
"Abernethy, David","SR-4",16.29,"Redlands-CMS-CLU-CIT Quad Meet","Apr 3, 2010",0.4,"Stag","110H","2010","Outdoor"
"Abernethy, David","SR-4",16.33,"2010 Pomona-Pitzer Track & Field Invite (Invited Colleges)","Apr 10, 2010",0.3,"Stag","110H","2010","Outdoor"
"Abernethy, David","SR-4",16.75,"Spring Break Classic","Mar 20, 2010",1.2,"Stag","110H","2010","Outdoor"
