"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Anderson, Joey","SR-4","1.80m","5' 10.75""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","HJ","2012","Outdoor"
"Redman, Chad","","1.77m","5' 9.75""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","HJ","2012","Outdoor"
"Wilson, Gregory","","1.75m","5' 8.75""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","HJ","2012","Outdoor"
"Anderson, Joey","SR-4","1.75m","5' 8.75""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","HJ","2012","Outdoor"
"Wilson, Gregory","","1.75m","5' 8.75""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","HJ","2012","Outdoor"
"Redman, Chad","","1.75m","5' 8.75""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","HJ","2012","Outdoor"
"Redman, Chad","","1.75m","5' 8.75""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","HJ","2012","Outdoor"
"Wilson, Gregory","","1.75m","5' 8.75""","SCIAC 5 Way Meet Calu","Mar 24, 2012","Stag","HJ","2012","Outdoor"
"Redman, Chad","","1.72m","5' 7.75""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","HJ","2012","Outdoor"
"Wilson, Gregory","","1.72m","5' 7.75""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","HJ","2012","Outdoor"
"Varghese, Matt","","1.70m","5' 7""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","HJ","2012","Outdoor"
"Wilson, Gregory","","1.70m","5' 7""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","HJ","2012","Outdoor"
"Varghese, Matt","","1.70m","5' 7""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","HJ","2012","Outdoor"
"Redman, Chad","","1.70m","5' 7""","SDSU Aztec Track & Field Invitational","Mar 15, 2012","Stag","HJ","2012","Outdoor"
"Redman, Chad","","1.70m","5' 7""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","HJ","2012","Outdoor"
"Anderson, Joey","SR-4","1.70m","5' 7""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","HJ","2012","Outdoor"
"Redman, Chad","","1.70m","5' 7""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","HJ","2012","Outdoor"
"Wilson, Gregory","","1.70m","5' 7""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","HJ","2012","Outdoor"
"Wilson, Gregory","","1.67m","5' 5.75""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","HJ","2012","Outdoor"
"Redman, Chad","","1.65m","5' 5""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","HJ","2012","Outdoor"
"Varghese, Matt","","1.65m","5' 5""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","HJ","2012","Outdoor"
"Redman, Chad","","1.65m","5' 5""","SCIAC 5 Way Meet Calu","Mar 24, 2012","Stag","HJ","2012","Outdoor"
"Wilson, Gregory","","1.65m","5' 5""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","HJ","2012","Outdoor"
"Varghese, Matt","","1.65m","5' 5""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","HJ","2012","Outdoor"
"Anderson, Joey","SR-4","1.65m","5' 5""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","HJ","2012","Outdoor"
"Redman, Chad","","1.65m","5' 5""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","HJ","2012","Outdoor"
"Varghese, Matt","","1.62m","5' 3.75""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Stag","HJ","2012","Outdoor"
"Varghese, Matt","","1.60m","5' 3""","SCIAC Quad Meet 3","Apr 7, 2012","Stag","HJ","2012","Outdoor"
"Varghese, Matt","","1.60m","5' 3""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","HJ","2012","Outdoor"
"Varghese, Matt","","1.55m","5' 1""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Stag","HJ","2012","Outdoor"
