"Time","Athletes","Meet","Meet_Date","Team","Event","Season","Location"
"12:35.04","Scherer, Drooff, Maley, Harmon","Rossi Relays","Feb 22, 2020","Athena","DMR","2020","Outdoor"
"12:48.57","Button, Versen, Fleming, Clarke","Rossi Relays","Feb 22, 2020","Athena","DMR","2020","Outdoor"
"13:16.15","Gitlin, Snell, Forte, Pham","Rossi Relays","Feb 22, 2020","Athena","DMR","2020","Outdoor"
