"Time","Athletes","Meet","Meet_Date","Team","Event","Season","Location"
"12:32.07","Johnson, Snell, Scherer, Cantu","22nd Rossi Relays","Feb 24, 2018","Athena","DMR","2018","Outdoor"
"12:43.69","Gleason, Pratt, Marsh, Stanislaw","22nd Rossi Relays","Feb 24, 2018","Athena","DMR","2018","Outdoor"
"12:46.94","Mann, Fleming, Kimmerly, Berkley","22nd Rossi Relays","Feb 24, 2018","Athena","DMR","2018","Outdoor"
