"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Zimmerling, Aubrey","SR-4","4:38.10","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013","Athena","1500","2013","Outdoor"
"Zimmerling, Aubrey","SR-4","4:39.62","Occidental Distance Carnival","Mar 15, 2013","Athena","1500","2013","Outdoor"
"Zimmerling, Aubrey","SR-4","4:40.09","Oxy-Lu Last Chance Qualifier","May 12, 2013","Athena","1500","2013","Outdoor"
"Blum, Bridget","FR-1","4:40.67","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","1500","2013","Outdoor"
"Zimmerling, Aubrey","SR-4","4:42.86","Cal Tech SCIAC 3-Way","Mar 2, 2013","Athena","1500","2013","Outdoor"
"Blum, Bridget","FR-1","4:43.70","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013","Athena","1500","2013","Outdoor"
"Zimmerling, Aubrey","SR-4","4:43.78","Oxy Invitational","May 4, 2013","Athena","1500","2013","Outdoor"
"Blum, Bridget","FR-1","4:44.18","Cal Tech SCIAC 3-Way","Mar 2, 2013","Athena","1500","2013","Outdoor"
"Barnwell, Allison","JR-3","4:46.99","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","1500","2013","Outdoor"
"Zimmerling, Aubrey","SR-4","4:47.79","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","1500","2013","Outdoor"
"Wyatt, Laura","SR-4","4:49.06","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013","Athena","1500","2013","Outdoor"
"Wyatt, Laura","SR-4","4:49.07","Oxy Invitational","May 4, 2013","Athena","1500","2013","Outdoor"
"Knott, Danielle","SO-2","4:49.57","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","1500","2013","Outdoor"
"Baumgarten, Alisse","SR-4","4:50.19","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","1500","2013","Outdoor"
"Zimmerling, Aubrey","SR-4","4:50.24","UCSD Opening Triangular","Feb 16, 2013","Athena","1500","2013","Outdoor"
"Barnwell, Allison","JR-3","4:50.26","Oxy Invitational","May 4, 2013","Athena","1500","2013","Outdoor"
"Blum, Bridget","FR-1","4:50.28","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","1500","2013","Outdoor"
"Wyatt, Laura","SR-4","4:50.40","Occidental Distance Carnival","Mar 15, 2013","Athena","1500","2013","Outdoor"
"Barnwell, Allison","JR-3","4:51.31","UCSD Opening Triangular","Feb 16, 2013","Athena","1500","2013","Outdoor"
"Wyatt, Laura","SR-4","4:52.28","Cal-Nevada Championships","Mar 29, 2013","Athena","1500","2013","Outdoor"
"Blum, Bridget","FR-1","4:52.28","SCIAC Quad Meet","Apr 6, 2013","Athena","1500","2013","Outdoor"
"Baumgarten, Alisse","SR-4","4:52.51","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013","Athena","1500","2013","Outdoor"
"Knott, Danielle","SO-2","4:53.15","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013","Athena","1500","2013","Outdoor"
"Knott, Danielle","SO-2","4:54.12","Occidental Distance Carnival","Mar 15, 2013","Athena","1500","2013","Outdoor"
"Baumgarten, Alisse","SR-4","4:54.57","Occidental Distance Carnival","Mar 15, 2013","Athena","1500","2013","Outdoor"
"Blum, Bridget","FR-1","4:54.61","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","1500","2013","Outdoor"
"Knott, Danielle","SO-2","4:54.91","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","1500","2013","Outdoor"
"Zimmerling, Aubrey","SR-4","4:55.44","SCIAC Quad Meet","Apr 6, 2013","Athena","1500","2013","Outdoor"
"Baumgarten, Alisse","SR-4","4:56.07","SCIAC Quad Meet","Apr 6, 2013","Athena","1500","2013","Outdoor"
"Knott, Danielle","SO-2","4:56.38","Cal Tech SCIAC 3-Way","Mar 2, 2013","Athena","1500","2013","Outdoor"
"Baumgarten, Alisse","SR-4","4:57.70","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","1500","2013","Outdoor"
"Zimmerling, Aubrey","SR-4","4:58.18","2013 SCIAC Track & Field Championships","Apr 26, 2013","Athena","1500","2013","Outdoor"
"Knott, Danielle","SO-2","4:58.98","UCSD Opening Triangular","Feb 16, 2013","Athena","1500","2013","Outdoor"
"Baumgarten, Alisse","SR-4","4:59.20","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","1500","2013","Outdoor"
"Hogue, Marnie","SR-4","4:59.42","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013","Athena","1500","2013","Outdoor"
"Maslan, Nicki","FR-1","4:59.56","Occidental Distance Carnival","Mar 15, 2013","Athena","1500","2013","Outdoor"
"Maslan, Nicki","FR-1","4:59.76","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","1500","2013","Outdoor"
"Wu, Taia","SO-2","4:59.86","SCIAC Quad Meet","Apr 6, 2013","Athena","1500","2013","Outdoor"
"Fuelling, Meghan","FR-1","5:00.78","SCIAC Quad Meet","Apr 6, 2013","Athena","1500","2013","Outdoor"
"Fuelling, Meghan","FR-1","5:02.92","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","1500","2013","Outdoor"
"Hogue, Marnie","SR-4","5:04.79","Caltech/Chapman/CMS/Occidental/Pomona-Pitzer","Mar 23, 2013","Athena","1500","2013","Outdoor"
"Maslan, Nicki","FR-1","5:05.50","Cal Tech SCIAC 3-Way","Mar 2, 2013","Athena","1500","2013","Outdoor"
