"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Krugman, Allison","","3.40m","11' 1.75""","2012 Cal-Nevada Championships","Mar 31, 2012","Athena","PV","2012","Outdoor"
"Yeske, Lauren","SR-4","3.35m","10' 11.75""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","PV","2012","Outdoor"
"Krugman, Allison","","3.35m","10' 11.75""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","PV","2012","Outdoor"
"Yeske, Lauren","SR-4","3.35m","10' 11.75""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","PV","2012","Outdoor"
"Krugman, Allison","","3.35m","10' 11.75""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","PV","2012","Outdoor"
"Yeske, Lauren","SR-4","3.27m","10' 8.75""","SDSU Aztec Track & Field Invitational","Mar 15, 2012","Athena","PV","2012","Outdoor"
"Krugman, Allison","","3.27m","10' 8.75""","SDSU Aztec Track & Field Invitational","Mar 15, 2012","Athena","PV","2012","Outdoor"
"Krugman, Allison","","3.25m","10' 8""","2012 Cal-Nevada Championships","Mar 31, 2012","Athena","PV","2012","Outdoor"
"Yeske, Lauren","SR-4","3.25m","10' 8""","2012 Cal-Nevada Championships","Mar 31, 2012","Athena","PV","2012","Outdoor"
"Dang, Jessica","JR-3","3.20m","10' 6""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","PV","2012","Outdoor"
"Krugman, Allison","","3.20m","10' 6""","UCSD - CPP - CMS Triangular","Feb 18, 2012","Athena","PV","2012","Outdoor"
"Krugman, Allison","","3.20m","10' 6""","SCIAC 5 Way Meet Calu","Mar 24, 2012","Athena","PV","2012","Outdoor"
"Yeske, Lauren","SR-4","3.20m","10' 6""","Rossi Relays","Feb 25, 2012","Athena","PV","2012","Outdoor"
"Yeske, Lauren","SR-4","3.20m","10' 6""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","PV","2012","Outdoor"
"Yeske, Lauren","SR-4","3.20m","10' 6""","SCIAC Quad Meet 3","Apr 7, 2012","Athena","PV","2012","Outdoor"
"Krugman, Allison","","3.20m","10' 6""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","PV","2012","Outdoor"
"Yeske, Lauren","SR-4","3.20m","10' 6""","SCIAC 5 Way Meet Calu","Mar 24, 2012","Athena","PV","2012","Outdoor"
"Krugman, Allison","","3.20m","10' 6""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","PV","2012","Outdoor"
"Krugman, Allison","","3.20m","10' 6""","SCIAC Quad Meet 3","Apr 7, 2012","Athena","PV","2012","Outdoor"
"Yeske, Lauren","SR-4","3.20m","10' 6""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","PV","2012","Outdoor"
"Krugman, Allison","","3.20m","10' 6""","Rossi Relays","Feb 25, 2012","Athena","PV","2012","Outdoor"
"Krugman, Allison","","3.15m","10' 4""","2012 Pomona-Pitzer T&F Invite","Apr 14, 2012","Athena","PV","2012","Outdoor"
"Yeske, Lauren","SR-4","3.15m","10' 4""","2012 Pomona-Pitzer T&F Invite","Apr 14, 2012","Athena","PV","2012","Outdoor"
"Plotkin, Melia","SR-4","3.12m","10' 2.75""","SDSU Aztec Track & Field Invitational","Mar 15, 2012","Athena","PV","2012","Outdoor"
"Krugman, Allison","","3.12m","10' 2.75""","SDSU Aztec Track & Field Invitational","Mar 15, 2012","Athena","PV","2012","Outdoor"
"Yeske, Lauren","SR-4","3.12m","10' 2.75""","SDSU Aztec Track & Field Invitational","Mar 15, 2012","Athena","PV","2012","Outdoor"
"Krugman, Allison","","3.10m","10' 2""","2012 Cal-Nevada Championships","Mar 31, 2012","Athena","PV","2012","Outdoor"
"Yeske, Lauren","SR-4","3.10m","10' 2""","2012 Cal-Nevada Championships","Mar 31, 2012","Athena","PV","2012","Outdoor"
"Plotkin, Melia","SR-4","3.05m","10' 0""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","PV","2012","Outdoor"
"Yeske, Lauren","SR-4","3.05m","10' 0""","SCIAC Quad Meet 3","Apr 7, 2012","Athena","PV","2012","Outdoor"
"Yeske, Lauren","SR-4","3.05m","10' 0""","UCSD - CPP - CMS Triangular","Feb 18, 2012","Athena","PV","2012","Outdoor"
"Krugman, Allison","","3.05m","10' 0""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","PV","2012","Outdoor"
"Yeske, Lauren","SR-4","3.05m","10' 0""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","PV","2012","Outdoor"
"Plotkin, Melia","SR-4","3.05m","10' 0""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","PV","2012","Outdoor"
"Dang, Jessica","JR-3","3.05m","10' 0""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","PV","2012","Outdoor"
"Dang, Jessica","JR-3","3.00m","9' 10""","SCIAC 5 Way Meet Calu","Mar 24, 2012","Athena","PV","2012","Outdoor"
"Plotkin, Melia","SR-4","3.00m","9' 10""","2012 Pomona-Pitzer T&F Invite","Apr 14, 2012","Athena","PV","2012","Outdoor"
"Dang, Jessica","JR-3","2.97m","9' 9""","SDSU Aztec Track & Field Invitational","Mar 15, 2012","Athena","PV","2012","Outdoor"
"Plotkin, Melia","SR-4","2.97m","9' 9""","SDSU Aztec Track & Field Invitational","Mar 15, 2012","Athena","PV","2012","Outdoor"
"Yeske, Lauren","SR-4","2.97m","9' 9""","SDSU Aztec Track & Field Invitational","Mar 15, 2012","Athena","PV","2012","Outdoor"
"Dang, Jessica","JR-3","2.90m","9' 6.25""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","PV","2012","Outdoor"
"Plotkin, Melia","SR-4","2.90m","9' 6.25""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","PV","2012","Outdoor"
"Dang, Jessica","JR-3","2.90m","9' 6.25""","SCIAC Quad Meet 3","Apr 7, 2012","Athena","PV","2012","Outdoor"
"Plotkin, Melia","SR-4","2.90m","9' 6.25""","Rossi Relays","Feb 25, 2012","Athena","PV","2012","Outdoor"
"Plotkin, Melia","SR-4","2.90m","9' 6.25""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","PV","2012","Outdoor"
"Dang, Jessica","JR-3","2.90m","9' 6.25""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","PV","2012","Outdoor"
"Plotkin, Melia","SR-4","2.90m","9' 6.25""","UCSD - CPP - CMS Triangular","Feb 18, 2012","Athena","PV","2012","Outdoor"
"Plotkin, Melia","SR-4","2.85m","9' 4.25""","2012 Pomona-Pitzer T&F Invite","Apr 14, 2012","Athena","PV","2012","Outdoor"
"Dang, Jessica","JR-3","2.80m","9' 2.25""","2012 Pomona-Pitzer T&F Invite","Apr 14, 2012","Athena","PV","2012","Outdoor"
"Dang, Jessica","JR-3","2.77m","9' 1""","SDSU Aztec Track & Field Invitational","Mar 15, 2012","Athena","PV","2012","Outdoor"
"Plotkin, Melia","SR-4","2.77m","9' 1""","SDSU Aztec Track & Field Invitational","Mar 15, 2012","Athena","PV","2012","Outdoor"
"Dang, Jessica","JR-3","2.75m","9' 0.25""","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","PV","2012","Outdoor"
"Dang, Jessica","JR-3","2.75m","9' 0.25""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","PV","2012","Outdoor"
"Dang, Jessica","JR-3","2.75m","9' 0.25""","SCIAC Quad Meet 3","Apr 7, 2012","Athena","PV","2012","Outdoor"
"Dang, Jessica","JR-3","2.75m","9' 0.25""","UCSD - CPP - CMS Triangular","Feb 18, 2012","Athena","PV","2012","Outdoor"
"Plotkin, Melia","SR-4","2.70m","8' 10.25""","2012 Pomona-Pitzer T&F Invite","Apr 14, 2012","Athena","PV","2012","Outdoor"
