"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Betherum, Corbin","SO-2",11.16,"Redlands Invite (Colleges)","Mar 17, 2017",1,"Stag","100","2017","Outdoor"
"Betherum, Corbin","SO-2",11.32,"SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",0,"Stag","100","2017","Outdoor"
"Estrada, Justin","FR-1",11.36,"SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",0,"Stag","100","2017","Outdoor"
"Estrada, Justin","FR-1",11.36,"Rossi Relays","Feb 25, 2017",1.4,"Stag","100","2017","Outdoor"
"Estrada, Justin","FR-1",11.4,"SCIAC Multi-Dual No. 2","Apr 1, 2017",-0.6,"Stag","100","2017","Outdoor"
"Guillory, Matthew","SO-2",11.43,"Rossi Relays","Feb 25, 2017",1.4,"Stag","100","2017","Outdoor"
"Lim, Tse Yang","FR-1",11.7,"Redlands Invite (Colleges)","Mar 17, 2017",1,"Stag","100","2017","Outdoor"
"Lim, Tse Yang","FR-1",11.75,"SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",0,"Stag","100","2017","Outdoor"
"Lim, Tse Yang","FR-1",11.81,"SCIAC Multi Dual 3 (Oxy/CLU/UR/CMS)","Apr 15, 2017",-0.5,"Stag","100","2017","Outdoor"
"Catolico, Davis","JR-3",11.86,"Rossi Relays","Feb 25, 2017",1.4,"Stag","100","2017","Outdoor"
"Lim, Tse Yang","FR-1",11.88,"Rossi Relays","Feb 25, 2017",1.4,"Stag","100","2017","Outdoor"
"Cunanan, Kevin","JR-3",12.27,"Redlands Invite (Colleges)","Mar 17, 2017",1.1,"Stag","100","2017","Outdoor"
"Cunanan, Kevin","JR-3",12.45,"SCIAC Track and Field Multi-Dual # 1","Mar 4, 2017",0.2,"Stag","100","2017","Outdoor"
"Cunanan, Kevin","JR-3",12.45,"SCIAC Multi-Dual No. 2","Apr 1, 2017",-1.3,"Stag","100","2017","Outdoor"
