"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Miller, Madeleine","SR-4",12.78,"Univ. of Redlands SCIAC Quad","Apr 2, 2011",0.2,"Athena","100","2011","Outdoor"
"Sheldon, Madeline","SO-2",12.79,"Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011",0,"Athena","100","2011","Outdoor"
"Miller, Madeleine","SR-4",12.86,"2011 SCIAC Track & Field Championships","Apr 29, 2011",-1.6,"Athena","100","2011","Outdoor"
"Sheldon, Madeline","SO-2",12.89,"2011 SCIAC Track & Field Championships","Apr 29, 2011",-1.6,"Athena","100","2011","Outdoor"
"Lewis, Rose","",12.93,"Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011",0,"Athena","100","2011","Outdoor"
"Sheldon, Madeline","SO-2",12.99,"UC-Irvine Spring Break Invite","Mar 19, 2011",-0.2,"Athena","100","2011","Outdoor"
"Miller, Madeleine","SR-4",13.02,"2011 SCIAC Track & Field Championships","Apr 29, 2011",-1.5,"Athena","100","2011","Outdoor"
"Sheldon, Madeline","SO-2",13.04,"2011 SCIAC Track & Field Championships","Apr 29, 2011",-1.5,"Athena","100","2011","Outdoor"
"Sheldon, Madeline","SO-2",13.05,"SCIAC Quad #1 at CMS","Mar 5, 2011",0,"Athena","100","2011","Outdoor"
"Gaston, Calyx","",13.11,"Univ. of Redlands SCIAC Quad","Apr 2, 2011",1.8,"Athena","100","2011","Outdoor"
"Sheldon, Madeline","SO-2",13.12,"Northridge Invitational","Mar 12, 2011",1.9,"Athena","100","2011","Outdoor"
"Lewis, Rose","",13.15,"SCIAC Quad #1 at CMS","Mar 5, 2011",0,"Athena","100","2011","Outdoor"
"Lewis, Rose","",13.24,"Univ. of Redlands SCIAC Quad","Apr 2, 2011",0.2,"Athena","100","2011","Outdoor"
"Gaston, Calyx","",13.32,"Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011",1.5,"Athena","100","2011","Outdoor"
"Gaston, Calyx","",13.41,"Northridge Invitational","Mar 12, 2011",1.2,"Athena","100","2011","Outdoor"
"Gaston, Calyx","",13.46,"2011 SCIAC Track & Field Championships","Apr 29, 2011",-0.6,"Athena","100","2011","Outdoor"
"Gaston, Calyx","",13.48,"SCIAC Quad #1 at CMS","Mar 5, 2011",0,"Athena","100","2011","Outdoor"
"Gaston, Calyx","",13.53,"UC-Irvine Spring Break Invite","Mar 19, 2011",-0.2,"Athena","100","2011","Outdoor"
"Gaston, Calyx","",13.58,"2011 Pomona-Pitzer Invite","Apr 9, 2011",1.1,"Athena","100","2011","Outdoor"
"Erving, Ellyn","",13.73,"UC-Irvine Spring Break Invite","Mar 19, 2011",-0.2,"Athena","100","2011","Outdoor"
"Chong, Caety","SR-4",13.88,"Univ. of Redlands SCIAC Quad","Apr 2, 2011",1.8,"Athena","100","2011","Outdoor"
"Chong, Caety","SR-4",13.98,"2011 SCIAC Track & Field Championships","Apr 29, 2011",0.8,"Athena","100","2011","Outdoor"
"Kalin, Sophia","FR-1",14.14,"Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011",1.5,"Athena","100","2011","Outdoor"
"Kalin, Sophia","FR-1",14.18,"2011 SCIAC Track & Field Championships","Apr 29, 2011",0.8,"Athena","100","2011","Outdoor"
"Chong, Caety","SR-4",14.22,"SCIAC Quad #1 at CMS","Mar 5, 2011",0,"Athena","100","2011","Outdoor"
"Chong, Caety","SR-4",14.25,"Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011",1.5,"Athena","100","2011","Outdoor"
"Kalin, Sophia","FR-1",14.38,"Univ. of Redlands SCIAC Quad","Apr 2, 2011",1.8,"Athena","100","2011","Outdoor"
"Kalin, Sophia","FR-1",14.42,"UC-Irvine Spring Break Invite","Mar 19, 2011",0.3,"Athena","100","2011","Outdoor"
"Kalin, Sophia","FR-1",14.43,"2011 Pomona-Pitzer Invite","Apr 9, 2011",1.1,"Athena","100","2011","Outdoor"
"Kalin, Sophia","FR-1",14.48,"SCIAC Quad #1 at CMS","Mar 5, 2011",0,"Athena","100","2011","Outdoor"
