"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Cockburn, Jamie","SO-2",22,"SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020",0.5,"Stag","200","2020","Outdoor"
"Campbell, Christian","FR-1",22.3,"SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020",0.5,"Stag","200","2020","Outdoor"
"Williams, Quincey","FR-1",22.76,"SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020",0.9,"Stag","200","2020","Outdoor"
"Ong, Nicholas","FR-1",22.81,"SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020",0.9,"Stag","200","2020","Outdoor"
"Sojico, Henry","JR-3",22.99,"SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020",0.9,"Stag","200","2020","Outdoor"
"Estrada, Justin","SR-4",23.08,"SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020",0.9,"Stag","200","2020","Outdoor"
"Adolphe, Jacob","JR-3",23.47,"SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020",1,"Stag","200","2020","Outdoor"
"LaRovere, Christopher","SO-2",23.53,"2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020",-1.5,"Stag","200","2020","Outdoor"
"Sojico, Henry","JR-3",23.54,"2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020",-1.5,"Stag","200","2020","Outdoor"
"Estrada, Justin","SR-4",23.63,"2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020",0.3,"Stag","200","2020","Outdoor"
"Hibbett, Ross","FR-1",23.68,"SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020",1,"Stag","200","2020","Outdoor"
"Fernandez, Alisandro","SR-4",24.77,"2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020",-1.5,"Stag","200","2020","Outdoor"
