"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Hansen, Kyle","","13.53m","44' 4.75""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1,"Stag","TJ","2012","Outdoor"
"Hansen, Kyle","","13.34m","43' 9.25""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",0.9,"Stag","TJ","2012","Outdoor"
"Hansen, Kyle","","13.32m","43' 8.5""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",-0.2,"Stag","TJ","2012","Outdoor"
"Hansen, Kyle","","13.06m","42' 10.25""","SCIAC Quad Meet 3","Apr 7, 2012",1.1,"Stag","TJ","2012","Outdoor"
"Hansen, Kyle","","13.04m","42' 9.5""","SCIAC 5 Way Meet Calu","Mar 24, 2012",1.3,"Stag","TJ","2012","Outdoor"
"Hansen, Kyle","","13.00m","42' 8""","SCIAC Quad Meet 3","Apr 7, 2012",1.7,"Stag","TJ","2012","Outdoor"
"Hansen, Kyle","","12.98m","42' 7""","Rossi Relays","Feb 25, 2012",1,"Stag","TJ","2012","Outdoor"
"Hansen, Kyle","","12.74m","41' 9.75""","SCIAC Quad Meet 3","Apr 7, 2012",1,"Stag","TJ","2012","Outdoor"
"Woods, Philip","FR-1","12.62m","41' 5""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1.6,"Stag","TJ","2012","Outdoor"
"Woods, Philip","FR-1","12.55m","41' 2.25""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1.6,"Stag","TJ","2012","Outdoor"
"Woods, Philip","FR-1","12.54m","41' 1.75""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",0.5,"Stag","TJ","2012","Outdoor"
"Woods, Philip","FR-1","12.42m","40' 9""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1.7,"Stag","TJ","2012","Outdoor"
"Woods, Philip","FR-1","12.30m","40' 4.25""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1.5,"Stag","TJ","2012","Outdoor"
"Hansen, Kyle","","12.25m","40' 2.25""","SCIAC Quad Meet 3","Apr 7, 2012",0.8,"Stag","TJ","2012","Outdoor"
"Woods, Philip","FR-1","12.10m","39' 8.5""","2012 SCIAC Track & Field Championships","Apr 27, 2012",1.2,"Stag","TJ","2012","Outdoor"
"Woods, Philip","FR-1","11.85m","38' 10.5""","SCIAC Quad Meet 3","Apr 7, 2012",1.2,"Stag","TJ","2012","Outdoor"
"Redman, Chad","","11.75m","38' 6.75""","Rossi Relays","Feb 25, 2012",2,"Stag","TJ","2012","Outdoor"
"Redman, Chad","","11.68m","38' 4""","Rossi Relays","Feb 25, 2012",0.3,"Stag","TJ","2012","Outdoor"
"Redman, Chad","","11.60m","38' 0.75""","Rossi Relays","Feb 25, 2012",1.7,"Stag","TJ","2012","Outdoor"
"Redman, Chad","","11.41m","37' 5.25""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1.2,"Stag","TJ","2012","Outdoor"
"Cheung, Jeremy","SR-4","11.04m","36' 2.75""","SCIAC 5 Way Meet Calu","Mar 24, 2012",2,"Stag","TJ","2012","Outdoor"
"Yang, Grant","FR-1","10.84m","35' 6.75""","SCIAC 5 Way Meet Calu","Mar 24, 2012",-1.3,"Stag","TJ","2012","Outdoor"
"Yang, Grant","FR-1","10.64m","34' 11""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1,"Stag","TJ","2012","Outdoor"
"Yang, Grant","FR-1","10.48m","34' 4.75""","Rossi Relays","Feb 25, 2012",0.3,"Stag","TJ","2012","Outdoor"
"Yang, Grant","FR-1","10.27m","33' 8.5""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",0.5,"Stag","TJ","2012","Outdoor"
"Yang, Grant","FR-1","10.22m","33' 6.5""","UCSD - CPP - CMS Triangular","Feb 18, 2012",-1.1,"Stag","TJ","2012","Outdoor"
"Yang, Grant","FR-1","10.21m","33' 6""","Rossi Relays","Feb 25, 2012",1.4,"Stag","TJ","2012","Outdoor"
