"Time","Athletes","Meet","Meet_Date","Team","Event","Season","Location"
"10:06.42","Chasan, Macdonald, Vignos, Naden","Rossi Relays","Feb 23, 2013","Stag","DMR","2013","Outdoor"
"10:36.22","Molineux, Koh, Kirk, Owlett","Rossi Relays","Feb 23, 2013","Stag","DMR","2013","Outdoor"
"10:41.38","Baffi, Poyhonen, Conroy, Dannenhauer","Rossi Relays","Feb 23, 2013","Stag","DMR","2013","Outdoor"
"10:50.06","Sutter, Schiller, Pitcavage, Mauro","Rossi Relays","Feb 23, 2013","Stag","DMR","2013","Outdoor"
"11:03.18","Loustalet, Cook, Robinson, Higle-Ralbovsky","Rossi Relays","Feb 23, 2013","Stag","DMR","2013","Outdoor"
