"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"McCullough, Scarlette","SO-2","10.07m","33' 0.5""","SCIAC Track & Field Championships","Apr 30, 2022",1.6,"Athena","TJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","9.82m","32' 2.75""","SCIAC Track & Field Championships","Apr 30, 2022",1.1,"Athena","TJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","9.47m","31' 1""","Westmont Collegiate Classic","Mar 26, 2022",0,"Athena","TJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","9.45m","31' 0""","SCIAC Track & Field Championships","Apr 30, 2022",0.1,"Athena","TJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","9.42m","30' 11""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022",-1.6,"Athena","TJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","9.30m","30' 6.25""","Westmont Collegiate Classic","Mar 26, 2022",0,"Athena","TJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","9.20m","30' 2.25""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022",-1.6,"Athena","TJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","9.16m","30' 0.75""","Westmont Collegiate Classic","Mar 26, 2022",0,"Athena","TJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","9.15m","30' 0.25""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022",1.1,"Athena","TJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","9.07m","29' 9.25""","Westmont Collegiate Classic","Mar 26, 2022",-0.7,"Athena","TJ","2022","Outdoor"
"Peterson, Robin","SR-4","9.06m","29' 8.75""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022",0,"Athena","TJ","2022","Outdoor"
"Peterson, Robin","SR-4","9.03m","29' 7.5""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022",0,"Athena","TJ","2022","Outdoor"
"Peterson, Robin","SR-4","9.02m","29' 7.25""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022",0,"Athena","TJ","2022","Outdoor"
"Peterson, Robin","SR-4","8.98m","29' 5.5""","SCIAC #1 @ ULV","Mar 5, 2022",0.2,"Athena","TJ","2022","Outdoor"
"Peterson, Robin","SR-4","8.96m","29' 4.75""","SCIAC #1 @ ULV","Mar 5, 2022",0,"Athena","TJ","2022","Outdoor"
"McCullough, Scarlette","SO-2","8.93m","29' 3.75""","Westmont Collegiate Classic","Mar 26, 2022",0,"Athena","TJ","2022","Outdoor"
"Peterson, Robin","SR-4","8.89m","29' 2""","SCIAC #1 @ ULV","Mar 5, 2022",0.5,"Athena","TJ","2022","Outdoor"
"Peterson, Robin","SR-4","8.68m","28' 5.75""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022",-0.9,"Athena","TJ","2022","Outdoor"
"Peterson, Robin","SR-4","8.66m","28' 5""","SCIAC #1 @ ULV","Mar 5, 2022",1,"Athena","TJ","2022","Outdoor"
"Peterson, Robin","SR-4","8.65m","28' 4.5""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022",-0.5,"Athena","TJ","2022","Outdoor"
"Peterson, Robin","SR-4","8.53m","28' 0""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022",-0.7,"Athena","TJ","2022","Outdoor"
"Simon, Brooke","JR-3","8.48m","27' 10""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022",0,"Athena","TJ","2022","Outdoor"
