"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Horan, John","FR-1","4.85m","15' 11""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Stag","PV","2022","Outdoor"
"Horan, John","FR-1","4.78m","15' 8.25""","Bryan Clay Invitational","Apr 13, 2022","Stag","PV","2022","Outdoor"
"Horan, John","FR-1","4.70m","15' 5""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Stag","PV","2022","Outdoor"
"Horan, John","FR-1","4.63m","15' 2.25""","Bryan Clay Invitational","Apr 13, 2022","Stag","PV","2022","Outdoor"
"Horan, John","FR-1","4.55m","14' 11""","Westmont Collegiate Classic","Mar 26, 2022","Stag","PV","2022","Outdoor"
"Horan, John","FR-1","4.55m","14' 11""","APU Last Chance","May 13, 2022","Stag","PV","2022","Outdoor"
"Horan, John","FR-1","4.55m","14' 11""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Stag","PV","2022","Outdoor"
"Horan, John","FR-1","4.48m","14' 8.25""","Bryan Clay Invitational","Apr 13, 2022","Stag","PV","2022","Outdoor"
"Horan, John","FR-1","4.45m","14' 7.25""","2022 Pomona-Pitzer T&F Invite","Apr 9, 2022","Stag","PV","2022","Outdoor"
"Horan, John","FR-1","4.45m","14' 7.25""","25th Rossi Relays","Feb 26, 2022","Stag","PV","2022","Outdoor"
"Horan, John","FR-1","4.45m","14' 7.25""","2022 Redlands Final Qualifier","May 18, 2022","Stag","PV","2022","Outdoor"
"Horan, John","FR-1","4.42m","14' 6""","College/University 2022 Oxy Invitational","May 7, 2022","Stag","PV","2022","Outdoor"
"Horan, John","FR-1","4.41m","14' 5.5""","SCIAC Track & Field Championships","Apr 30, 2022","Stag","PV","2022","Outdoor"
"Sundstrom, Leo","FR-1","4.40m","14' 5.25""","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","PV","2022","Outdoor"
"Soghomonyan, Garegin","SR-4","4.40m","14' 5.25""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Stag","PV","2022","Outdoor"
"Horan, John","FR-1","4.40m","14' 5.25""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Stag","PV","2022","Outdoor"
"Horan, John","FR-1","4.40m","14' 5.25""","CMS Outdoor Indoor Distances Challenge Meet","Jan 29, 2022","Stag","PV","2022","Outdoor"
"Horan, John","FR-1","4.40m","14' 5.25""","SCIAC #1 @ ULV","Mar 5, 2022","Stag","PV","2022","Outdoor"
"Sundstrom, Leo","FR-1","4.40m","14' 5.25""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Stag","PV","2022","Outdoor"
