"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Hobbs, Nicholas","JR-3","53.58m","175' 9""","Oxy Invitational","May 4, 2013","Stag","HT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","52.20m","171' 3""","Azusa Pacific Last Chance Qualifier","May 11, 2013","Stag","HT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","52.10m","170' 11""","2013 Pomona-Pitzer T&F Invite","Apr 13, 2013","Stag","HT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","51.79m","169' 11""","Oxy Invitational","May 4, 2013","Stag","HT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","51.78m","169' 10""","Oxy-Lu Last Chance Qualifier","May 12, 2013","Stag","HT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","51.62m","169' 4""","Azusa Pacific Last Chance Qualifier","May 11, 2013","Stag","HT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","51.12m","167' 8""","SCIAC Quad Meet","Apr 6, 2013","Stag","HT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","51.05m","167' 6""","Redlands Invitational","Mar 15, 2013","Stag","HT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","51.04m","167' 5""","SCIAC Quad Meet","Apr 6, 2013","Stag","HT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","50.87m","166' 11""","Oxy-Lu Last Chance Qualifier","May 12, 2013","Stag","HT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","50.83m","166' 9""","Oxy Invitational","May 4, 2013","Stag","HT","2013","Outdoor"
"Gage, Chris","SR-4","50.75m","166' 6""","Azusa Pacific Last Chance Qualifier","May 11, 2013","Stag","HT","2013","Outdoor"
"Gage, Chris","SR-4","50.70m","166' 4""","Azusa Pacific Last Chance Qualifier","May 11, 2013","Stag","HT","2013","Outdoor"
"Gage, Chris","SR-4","50.52m","165' 9""","Rossi Relays","Feb 23, 2013","Stag","HT","2013","Outdoor"
"Hobbs, Nicholas","JR-3","50.41m","165' 5""","SCIAC Quad Meet","Apr 6, 2013","Stag","HT","2013","Outdoor"
