"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Knowles, Truman","JR-3","64.46m","211' 6""","NCAA Division III Outdoor Track & Field Championships","May 26, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","61.78m","202' 8""","NCAA Division III Outdoor Track & Field Championships","May 26, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","60.65m","199' 0""","SCIAC Track & Field Championships","Apr 30, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","59.72m","195' 11""","NCAA Division III Outdoor Track & Field Championships","May 26, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","59.58m","195' 6""","NCAA Division III Outdoor Track & Field Championships","May 26, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","58.86m","193' 1""","SCIAC Track & Field Championships","Apr 30, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","58.13m","190' 8""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","58.00m","190' 3""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","57.69m","189' 3""","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","57.60m","189' 0""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","57.14m","187' 6""","Westmont Collegiate Classic","Mar 26, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","56.78m","186' 3""","25th Rossi Relays","Feb 26, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","56.52m","185' 5""","25th Rossi Relays","Feb 26, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","56.27m","184' 7""","2022 Redlands Final Qualifier","May 18, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","56.16m","184' 3""","Westmont Collegiate Classic","Mar 26, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","56.06m","183' 11""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","55.79m","183' 0""","SCIAC Track & Field Championships","Apr 30, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","55.73m","182' 10""","SCIAC #1 @ ULV","Mar 5, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","55.44m","181' 11""","NCAA Division III Outdoor Track & Field Championships","May 26, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","54.89m","180' 1""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","54.77m","179' 8""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","54.77m","179' 8""","NCAA Division III Outdoor Track & Field Championships","May 26, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","54.03m","177' 3""","25th Rossi Relays","Feb 26, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","53.95m","177' 0""","NCAA Division III Outdoor Track & Field Championships","May 26, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","53.92m","176' 11""","2022 Redlands Final Qualifier","May 18, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","53.75m","176' 4""","25th Rossi Relays","Feb 26, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","53.69m","176' 2""","SCIAC #1 @ ULV","Mar 5, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","53.63m","175' 11""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","53.51m","175' 7""","Westmont Collegiate Classic","Mar 26, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","53.32m","174' 11""","25th Rossi Relays","Feb 26, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","53.27m","174' 9""","2022 Redlands Final Qualifier","May 18, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","53.23m","174' 8""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","53.20m","174' 6""","SCIAC Track & Field Championships","Apr 30, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","52.94m","173' 8""","SCIAC #1 @ ULV","Mar 5, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","52.82m","173' 3""","SCIAC Track & Field Championships","Apr 30, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","52.68m","172' 10""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","52.59m","172' 6""","2022 Redlands Invitational (Collegiate)","Mar 18, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","52.56m","172' 5""","SCIAC #1 @ ULV","Mar 5, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","52.54m","172' 4""","25th Rossi Relays","Feb 26, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","52.39m","171' 10""","2022 Redlands Final Qualifier","May 18, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","52.20m","171' 3""","2022 Redlands Final Qualifier","May 18, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","51.93m","170' 4""","NCAA Division III Outdoor Track & Field Championships","May 26, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","51.79m","169' 11""","25th Rossi Relays","Feb 26, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","51.50m","168' 11""","SCIAC #1 @ ULV","Mar 5, 2022","Stag","JT","2022","Outdoor"
"Bowman, Jason","FR-1","51.47m","168' 10""","SCIAC Track & Field Championships","Apr 30, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","51.30m","168' 4""","SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","51.24m","168' 1""","SCIAC #1 @ ULV","Mar 5, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","50.98m","167' 3""","2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","50.96m","167' 2""","SCIAC Track & Field Championships","Apr 30, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","50.71m","166' 4""","25th Rossi Relays","Feb 26, 2022","Stag","JT","2022","Outdoor"
"Knowles, Maxwell","SR-4","50.35m","165' 2""","Whittier Twilight","Apr 8, 2022","Stag","JT","2022","Outdoor"
"Knowles, Truman","JR-3","50.31m","165' 1""","SCIAC #1 @ ULV","Mar 5, 2022","Stag","JT","2022","Outdoor"
