"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Hansen, Kyle","","12.48m","40' 11.5""","UC-Irvine Spring Break Invite","Mar 19, 2011",0,"Stag","TJ","2011","Outdoor"
"Hansen, Kyle","","12.39m","40' 7.75""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011",1.1,"Stag","TJ","2011","Outdoor"
"Corcos, Sam","SR-4","12.36m","40' 6.75""","2011 SCIAC Track & Field Championships","Apr 29, 2011",-1.9,"Stag","TJ","2011","Outdoor"
"Hansen, Kyle","","12.32m","40' 5""","Cal/Nevada Collegiate Championship","Mar 26, 2011",1.5,"Stag","TJ","2011","Outdoor"
"Brown, Brandon","JR-3","12.16m","39' 10.75""","2011 SCIAC Track & Field Championships","Apr 29, 2011",-1.4,"Stag","TJ","2011","Outdoor"
"Hansen, Kyle","","12.15m","39' 10.5""","Cal/Nevada Collegiate Championship","Mar 26, 2011",-0.7,"Stag","TJ","2011","Outdoor"
"Hansen, Kyle","","12.14m","39' 10""","UC-Irvine Spring Break Invite","Mar 19, 2011",0.4,"Stag","TJ","2011","Outdoor"
"Brown, Brandon","JR-3","12.10m","39' 8.5""","2011 SCIAC Track & Field Championships","Apr 29, 2011",-3.1,"Stag","TJ","2011","Outdoor"
"Hansen, Kyle","","12.05m","39' 6.5""","Cal/Nevada Collegiate Championship","Mar 26, 2011",-0.5,"Stag","TJ","2011","Outdoor"
"Hansen, Kyle","","12.05m","39' 6.5""","UC-Irvine Spring Break Invite","Mar 19, 2011",-0.2,"Stag","TJ","2011","Outdoor"
"Brown, Brandon","JR-3","12.01m","39' 5""","2011 SCIAC Track & Field Championships","Apr 29, 2011",-1.6,"Stag","TJ","2011","Outdoor"
"Hansen, Kyle","","11.94m","39' 2.25""","UC-Irvine Spring Break Invite","Mar 19, 2011",0.4,"Stag","TJ","2011","Outdoor"
"Hansen, Kyle","","11.89m","39' 0.25""","UC-Irvine Spring Break Invite","Mar 19, 2011",0,"Stag","TJ","2011","Outdoor"
"Cheung, Jeremy","JR-3","11.86m","38' 11""","2011 SCIAC Track & Field Championships","Apr 29, 2011",-2,"Stag","TJ","2011","Outdoor"
"Brown, Brandon","JR-3","11.85m","38' 10.5""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011",0.8,"Stag","TJ","2011","Outdoor"
"Brown, Brandon","JR-3","11.77m","38' 7.5""","Univ. of Redlands SCIAC Quad","Apr 2, 2011",0.7,"Stag","TJ","2011","Outdoor"
"Brown, Brandon","JR-3","11.75m","38' 6.75""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011",0.5,"Stag","TJ","2011","Outdoor"
"Brown, Brandon","JR-3","11.66m","38' 3.25""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011",-1.7,"Stag","TJ","2011","Outdoor"
"Brown, Brandon","JR-3","11.65m","38' 2.75""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011",1.3,"Stag","TJ","2011","Outdoor"
"Cheung, Jeremy","JR-3","11.65m","38' 2.75""","2011 SCIAC Track & Field Championships","Apr 29, 2011",-2.8,"Stag","TJ","2011","Outdoor"
"Cheung, Jeremy","JR-3","11.60m","38' 0.75""","Univ. of Redlands SCIAC Quad","Apr 2, 2011",1.4,"Stag","TJ","2011","Outdoor"
"Brown, Brandon","JR-3","11.58m","38' 0""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011",2,"Stag","TJ","2011","Outdoor"
"Cheung, Jeremy","JR-3","11.53m","37' 10""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011",0.4,"Stag","TJ","2011","Outdoor"
"Brown, Brandon","JR-3","11.52m","37' 9.5""","2011 SCIAC Track & Field Championships","Apr 29, 2011",0.1,"Stag","TJ","2011","Outdoor"
"Cheung, Jeremy","JR-3","11.48m","37' 8""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011",1.3,"Stag","TJ","2011","Outdoor"
"Brown, Brandon","JR-3","11.46m","37' 7.25""","Caltech/CMS/La Verne/Pomona-Pitzer","Apr 16, 2011",1.1,"Stag","TJ","2011","Outdoor"
