"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Laliberte, Nicole","FR-1","42.41m","139' 2""","SCIAC Multi Duals Meet #3","Apr 19, 2014","Athena","HT","2014","Outdoor"
"Laliberte, Nicole","FR-1","42.28m","138' 8""","2014 SCIAC T&F Championships","May 3, 2014","Athena","HT","2014","Outdoor"
"Laliberte, Nicole","FR-1","41.22m","135' 3""","2014 SCIAC T&F Championships","May 3, 2014","Athena","HT","2014","Outdoor"
"Laliberte, Nicole","FR-1","40.78m","133' 9""","SCIAC Multi Duals Meet #3","Apr 19, 2014","Athena","HT","2014","Outdoor"
"Laliberte, Nicole","FR-1","40.67m","133' 5""","2014 SCIAC T&F Championships","May 3, 2014","Athena","HT","2014","Outdoor"
"Laliberte, Nicole","FR-1","40.48m","132' 10""","SCIAC Multi Duals Meet #3","Apr 19, 2014","Athena","HT","2014","Outdoor"
"Palunas, Vaiva","FR-1","40.43m","132' 8""","SCIAC Multi Duals Meet #3","Apr 19, 2014","Athena","HT","2014","Outdoor"
"Palunas, Vaiva","FR-1","40.43m","132' 8""","2014 Pomona-Pitzer T&F Invite (College/Univ)","Apr 12, 2014","Athena","HT","2014","Outdoor"
"Laliberte, Nicole","FR-1","40.13m","131' 8""","2014 Pomona-Pitzer T&F Invite (College/Univ)","Apr 12, 2014","Athena","HT","2014","Outdoor"
"Laliberte, Nicole","","40.09m","131' 6""","2014 Oxy Invitational (Colleges/Junior Colleges)","May 10, 2014","Athena","HT","2014","Outdoor"
"Palunas, Vaiva","FR-1","40.00m","131' 3""","2014 Pomona-Pitzer T&F Invite (College/Univ)","Apr 12, 2014","Athena","HT","2014","Outdoor"
"Laliberte, Nicole","","39.95m","131' 1""","2014 Oxy Invitational (Colleges/Junior Colleges)","May 10, 2014","Athena","HT","2014","Outdoor"
"Laliberte, Nicole","FR-1","39.92m","131' 0""","SCIAC Multi Duals Meet #3","Apr 19, 2014","Athena","HT","2014","Outdoor"
"Laliberte, Nicole","FR-1","39.56m","129' 9""","2014 Pomona-Pitzer T&F Invite (College/Univ)","Apr 12, 2014","Athena","HT","2014","Outdoor"
"Laliberte, Nicole","FR-1","39.26m","128' 10""","2014 SCIAC T&F Championships","May 3, 2014","Athena","HT","2014","Outdoor"
"Laliberte, Nicole","FR-1","38.95m","127' 9""","UNLV Randall Cunningham Initational","Mar 21, 2014","Athena","HT","2014","Outdoor"
"Kroll, Jackie","JR-3","38.82m","127' 4""","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014","Athena","HT","2014","Outdoor"
"Kroll, Jackie","JR-3","38.59m","126' 7""","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014","Athena","HT","2014","Outdoor"
"Palunas, Vaiva","FR-1","38.34m","125' 9""","SCIAC Multi Duals Meet #3","Apr 19, 2014","Athena","HT","2014","Outdoor"
"Kroll, Jackie","JR-3","38.26m","125' 6""","Cal Lutheran/CMS/La Verne/Occidental","Mar 8, 2014","Athena","HT","2014","Outdoor"
"Kroll, Jackie","JR-3","37.98m","124' 7""","2014 SCIAC Quad Meet","Mar 29, 2014","Athena","HT","2014","Outdoor"
"Palunas, Vaiva","FR-1","37.93m","124' 5""","UNLV Randall Cunningham Initational","Mar 21, 2014","Athena","HT","2014","Outdoor"
"Palunas, Vaiva","FR-1","37.86m","124' 2""","SCIAC Multi Duals Meet #3","Apr 19, 2014","Athena","HT","2014","Outdoor"
"Palunas, Vaiva","FR-1","37.52m","123' 1""","UNLV Randall Cunningham Initational","Mar 21, 2014","Athena","HT","2014","Outdoor"
"Kroll, Jackie","JR-3","37.41m","122' 9""","2014 SCIAC Quad Meet","Mar 29, 2014","Athena","HT","2014","Outdoor"
"Palunas, Vaiva","FR-1","37.31m","122' 5""","SCIAC Multi Duals Meet #3","Apr 19, 2014","Athena","HT","2014","Outdoor"
"Palunas, Vaiva","","37.26m","122' 3""","2014 Oxy Invitational (Colleges/Junior Colleges)","May 10, 2014","Athena","HT","2014","Outdoor"
"Palunas, Vaiva","FR-1","37.24m","122' 2""","SCIAC Multi Duals Meet #3","Apr 19, 2014","Athena","HT","2014","Outdoor"
