"Time","Athletes","Meet","Meet_Date","Team","Event","Season","Location"
"3:54.36","O'Keefe, Lewis, Knaub, Bunting","Oxy Invitational Colleges","May 5, 2012","Athena","4x400","2012","Outdoor"
"3:55.95","O'Keefe, Lewis, Knaub, Bunting","2012 SCIAC Track & Field Championships","Apr 27, 2012","Athena","4x400","2012","Outdoor"
"4:02.56","Knaub, Lewis, Garton, Bunting","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","4x400","2012","Outdoor"
"4:04.66","O'Keefe, Knaub, Garton, Bunting","SCIAC 5 Way Meet Calu","Mar 24, 2012","Athena","4x400","2012","Outdoor"
"4:04.73","O'Keefe, Knaub, Bunting, Lewis","SCIAC Quad Meet 3","Apr 7, 2012","Athena","4x400","2012","Outdoor"
"4:08.07","O'Keefe, Lewis, Knaub, Warren","SDSU Aztec Track & Field Invitational","Mar 15, 2012","Athena","4x400","2012","Outdoor"
"4:09.78","O'Keefe, Knaub, Garton, Bunting","UCSD - CPP - CMS Triangular","Feb 18, 2012","Athena","4x400","2012","Outdoor"
"4:09.90","Bunting, Knaub, Warren, Yoshida","Rossi Relays","Feb 25, 2012","Athena","4x400","2012","Outdoor"
"4:12.94","Wyatt, Garton, Baumgarten, Knott","2012 Pomona-Pitzer T&F Invite","Apr 14, 2012","Athena","4x400","2012","Outdoor"
"4:20.09","Warren, Wyatt, Baumgarten, Barnwell","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","4x400","2012","Outdoor"
"4:21.72","","Rossi Relays","Feb 25, 2012","Athena","4x400","2012","Outdoor"
"4:25.48","Wyatt, Baumgarten, Knott, Wu","UCSD - CPP - CMS Triangular","Feb 18, 2012","Athena","4x400","2012","Outdoor"
"4:29.13","Wyatt, Baumgarten, Sauvage, Knott","SCIAC 5 Way Meet Calu","Mar 24, 2012","Athena","4x400","2012","Outdoor"
