"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Gallardo, Mikaela","SR-4","34.76m","114' 0""","SCIAC Multi-Dual #2","Mar 30, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","34.42m","112' 11""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","JT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","33.40m","109' 7""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","32.99m","108' 3""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","JT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","32.81m","107' 8""","Redlands Invitational","Mar 15, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","32.76m","107' 6""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","32.75m","107' 5""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","32.52m","106' 8""","SCIAC Dual Redlands","Mar 2, 2019","Athena","JT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","32.49m","106' 7""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","32.19m","105' 7""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","JT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","32.10m","105' 4""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","32.08m","105' 3""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","JT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","31.98m","104' 11""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","31.92m","104' 9""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","JT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","31.89m","104' 7""","SCIAC Multi-Dual #2","Mar 30, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","31.82m","104' 5""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","31.40m","103' 0""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","31.37m","102' 11""","SCIAC Dual Redlands","Mar 2, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","31.28m","102' 7""","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","31.13m","102' 1""","23rd Rossi Relays","Feb 23, 2019","Athena","JT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","31.05m","101' 10""","Redlands Invitational","Mar 15, 2019","Athena","JT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","30.91m","101' 5""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","JT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","30.75m","100' 11""","Redlands Invitational","Mar 15, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","30.55m","100' 3""","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","30.41m","99' 9""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","30.33m","99' 6""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","JT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","30.25m","99' 3""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Athena","JT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","30.13m","98' 10""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","JT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","30.08m","98' 8""","SCIAC Multi-Dual #2","Mar 30, 2019","Athena","JT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","29.74m","97' 7""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","JT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","29.68m","97' 4""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","29.62m","97' 2""","SCIAC Dual Redlands","Mar 2, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","29.55m","96' 11""","23rd Rossi Relays","Feb 23, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","29.53m","96' 10""","SCIAC Dual Redlands","Mar 2, 2019","Athena","JT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","29.27m","96' 0""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Athena","JT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","29.19m","95' 9""","SCIAC Multi-Dual #2","Mar 30, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","29.11m","95' 6""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","28.79m","94' 5""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","JT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","28.67m","94' 1""","Redlands Invitational","Mar 15, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","28.26m","92' 8""","23rd Rossi Relays","Feb 23, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","27.64m","90' 8""","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","27.19m","89' 2""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Athena","JT","2019","Outdoor"
"Gallop, Amanda","JR-3","26.65m","87' 5""","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019","Athena","JT","2019","Outdoor"
"Gallardo, Mikaela","SR-4","26.33m","86' 5""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","JT","2019","Outdoor"
"Marsh, Deyana","SO-2","25.13m","82' 5""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","JT","2019","Outdoor"
"Marsh, Deyana","SO-2","24.54m","80' 6""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","JT","2019","Outdoor"
"Marsh, Deyana","SO-2","23.58m","77' 4""","Claremont Classic Hep/Dec Multis Meet","May 8, 2019","Athena","JT","2019","Outdoor"
"Marsh, Deyana","SO-2","22.76m","74' 8""","SCIAC Track & Field Conference Championships","Apr 27, 2019","Athena","JT","2019","Outdoor"
"Marsh, Deyana","SO-2","22.70m","74' 6""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Athena","JT","2019","Outdoor"
"Marsh, Deyana","SO-2","21.77m","71' 5""","41st Annual Aztec Open","Mar 21, 2019","Athena","JT","2019","Outdoor"
"Marsh, Deyana","SO-2","21.24m","69' 8""","SCIAC Multi-Dual #2","Mar 30, 2019","Athena","JT","2019","Outdoor"
