"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Scanlon, Colin","SO-2","54.28","2023 SCIAC T&F Championships","Apr 29, 2023","Stag","400H","2023","Outdoor"
"Scanlon, Colin","SO-2","54.72","APU Franson Last Chance","May 12, 2023","Stag","400H","2023","Outdoor"
"Scanlon, Colin","SO-2","55.00","MIT Final Qualifier","May 18, 2023","Stag","400H","2023","Outdoor"
"Scanlon, Colin","SO-2","56.03","2023 Triton Invite (College/University)","Apr 7, 2023","Stag","400H","2023","Outdoor"
"Scanlon, Colin","SO-2","56.38","2023 SCIAC T&F Championships","Apr 29, 2023","Stag","400H","2023","Outdoor"
"Scanlon, Colin","SO-2","56.46","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Stag","400H","2023","Outdoor"
"Scanlon, Colin","SO-2","57.23","2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023","Stag","400H","2023","Outdoor"
"Scanlon, Colin","SO-2","57.48","Redlands Invitational (Collegiate)","Mar 17, 2023","Stag","400H","2023","Outdoor"
"Martinez, Joshua","SO-2","57.79","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Stag","400H","2023","Outdoor"
"Jeter, Isaiah","FR-1","1:00.16","Redlands Invitational (Collegiate)","Mar 17, 2023","Stag","400H","2023","Outdoor"
"Jeter, Isaiah","FR-1","1:00.82","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Stag","400H","2023","Outdoor"
"Jeter, Isaiah","FR-1","1:00.99","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Stag","400H","2023","Outdoor"
"Jeter, Isaiah","FR-1","1:01.21","2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023","Stag","400H","2023","Outdoor"
"Jeter, Isaiah","FR-1","1:01.49","2023 SCIAC T&F Championships","Apr 29, 2023","Stag","400H","2023","Outdoor"
"Jeter, Isaiah","FR-1","1:02.04","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Stag","400H","2023","Outdoor"
