"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Erving, Ellyn","","11.86m","38' 11""","2012 SCIAC Track & Field Championships","Apr 27, 2012",1.7,"Athena","TJ","2012","Outdoor"
"Erving, Ellyn","","11.70m","38' 4.75""","SCIAC Quad Meet 3","Apr 7, 2012",1.1,"Athena","TJ","2012","Outdoor"
"Erving, Ellyn","","11.59m","38' 0.25""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1.9,"Athena","TJ","2012","Outdoor"
"Erving, Ellyn","","11.57m","37' 11.5""","SCIAC Quad Meet 3","Apr 7, 2012",1.7,"Athena","TJ","2012","Outdoor"
"Erving, Ellyn","","11.55m","37' 10.75""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1.4,"Athena","TJ","2012","Outdoor"
"Erving, Ellyn","","11.51m","37' 9.25""","SCIAC Quad Meet 3","Apr 7, 2012",0.8,"Athena","TJ","2012","Outdoor"
"Erving, Ellyn","","11.49m","37' 8.5""","SCIAC Quad Meet 3","Apr 7, 2012",0.5,"Athena","TJ","2012","Outdoor"
"Erving, Ellyn","","11.46m","37' 7.25""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",0.6,"Athena","TJ","2012","Outdoor"
"Erving, Ellyn","","11.42m","37' 5.75""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1.5,"Athena","TJ","2012","Outdoor"
"Erving, Ellyn","","11.25m","36' 11""","SCIAC Quad Meet 3","Apr 7, 2012",1.2,"Athena","TJ","2012","Outdoor"
"Erving, Ellyn","","11.23m","36' 10.25""","SCIAC 5 Way Meet Calu","Mar 24, 2012",0.1,"Athena","TJ","2012","Outdoor"
"Erving, Ellyn","","11.16m","36' 7.5""","SCIAC Quad Meet 3","Apr 7, 2012",0,"Athena","TJ","2012","Outdoor"
"Gaston, Calyx","","10.93m","35' 10.5""","SCIAC 5 Way Meet Calu","Mar 24, 2012",0.8,"Athena","TJ","2012","Outdoor"
"Erving, Ellyn","","10.63m","34' 10.5""","Rossi Relays","Feb 25, 2012",1.1,"Athena","TJ","2012","Outdoor"
"Gaston, Calyx","","10.62m","34' 10.25""","SCIAC Quad Meet 3","Apr 7, 2012",0,"Athena","TJ","2012","Outdoor"
"Gaston, Calyx","","10.56m","34' 7.75""","SCIAC Quad Meet 3","Apr 7, 2012",0.9,"Athena","TJ","2012","Outdoor"
"Gaston, Calyx","","10.55m","34' 7.5""","SDSU Aztec Track & Field Invitational","Mar 15, 2012",-1.4,"Athena","TJ","2012","Outdoor"
"Erving, Ellyn","","10.52m","34' 6.25""","UCSD - CPP - CMS Triangular","Feb 18, 2012",1.2,"Athena","TJ","2012","Outdoor"
"Gaston, Calyx","","10.50m","34' 5.5""","2012 Cal-Nevada Championships","Mar 31, 2012",-1.2,"Athena","TJ","2012","Outdoor"
"Zouai, Manon","","10.44m","34' 3""","SCIAC Quad Meet 3","Apr 7, 2012",0,"Athena","TJ","2012","Outdoor"
"Gaston, Calyx","","10.39m","34' 1.25""","2012 Cal-Nevada Championships","Mar 31, 2012",-1.1,"Athena","TJ","2012","Outdoor"
"Gaston, Calyx","","10.36m","34' 0""","SDSU Aztec Track & Field Invitational","Mar 15, 2012",-1.3,"Athena","TJ","2012","Outdoor"
"Gaston, Calyx","","10.20m","33' 5.75""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1.4,"Athena","TJ","2012","Outdoor"
"Nguyen, Monique","","10.09m","33' 1.25""","SCIAC 5 Way Meet Calu","Mar 24, 2012",-0.1,"Athena","TJ","2012","Outdoor"
"Zouai, Manon","","10.09m","33' 1.25""","2012 SCIAC Track & Field Championships","Apr 27, 2012",1.9,"Athena","TJ","2012","Outdoor"
"Zouai, Manon","","10.07m","33' 0.5""","SCIAC Quad Meet 3","Apr 7, 2012",0.9,"Athena","TJ","2012","Outdoor"
"Zouai, Manon","","10.02m","32' 10.5""","SCIAC Quad Meet 3","Apr 7, 2012",0,"Athena","TJ","2012","Outdoor"
"Zouai, Manon","","9.97m","32' 8.5""","SCIAC 5 Way Meet Calu","Mar 24, 2012",1.4,"Athena","TJ","2012","Outdoor"
"Zouai, Manon","","9.70m","31' 10""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1.8,"Athena","TJ","2012","Outdoor"
"Gaston, Calyx","","9.68m","31' 9.25""","UCSD - CPP - CMS Triangular","Feb 18, 2012",-2.2,"Athena","TJ","2012","Outdoor"
"Zouai, Manon","","9.63m","31' 7.25""","UCSD - CPP - CMS Triangular","Feb 18, 2012",-1.4,"Athena","TJ","2012","Outdoor"
"Zouai, Manon","","9.53m","31' 3.25""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1.2,"Athena","TJ","2012","Outdoor"
"Zouai, Manon","","9.45m","31' 0""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1,"Athena","TJ","2012","Outdoor"
"Nguyen, Monique","","9.40m","30' 10.25""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",2,"Athena","TJ","2012","Outdoor"
"Nguyen, Monique","","9.39m","30' 9.75""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012",1.7,"Athena","TJ","2012","Outdoor"
"Kalin, Sophia","SO-2","8.99m","29' 6""","Rossi Relays","Feb 25, 2012",2,"Athena","TJ","2012","Outdoor"
