"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Blum, Bridget","JR-3","10:06.81","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Athena","3000","2015","Outdoor"
"Wu, Taia","SR-4","10:41.90","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Athena","3000","2015","Outdoor"
"Spees, Kaitlyn","SR-4","10:43.09","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Athena","3000","2015","Outdoor"
"Mow, Rachel","SO-2","10:49.14","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Athena","3000","2015","Outdoor"
"Cantu, Roselyn","FR-1","10:50.61","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Athena","3000","2015","Outdoor"
"Shepard, Anna","SO-2","11:00.55","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Athena","3000","2015","Outdoor"
"Muenzen, Kathleen","SO-2","11:01.58","Rossi Relays","Feb 28, 2015","Athena","3000","2015","Outdoor"
"Broderick, Laura","FR-1","11:22.90","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Athena","3000","2015","Outdoor"
"Yao, Tracy","SR-4","12:51.79","Rossi Relays","Feb 28, 2015","Athena","3000","2015","Outdoor"
"Snider, Leah","JR-3","13:11.40","Rossi Relays","Feb 28, 2015","Athena","3000","2015","Outdoor"
"Snider, Leah","JR-3","13:12.18","2015 Pomona-Pitzer All Comers","Feb 21, 2015","Athena","3000","2015","Outdoor"
