"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Griffith, Sabrine","JR-3","5.64m","18' 6""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",1.9,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.62m","18' 5.25""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1.4,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.60m","18' 4.5""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",-0.3,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.57m","18' 3.25""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",1.1,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.56m","18' 3""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",1.3,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.56m","18' 3""","41st Annual Aztec Open","Mar 21, 2019",0,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.53m","18' 1.75""","41st Annual Aztec Open","Mar 21, 2019",1,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.51m","18' 1""","Redlands Invitational","Mar 15, 2019",0,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.50m","18' 0.5""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",1.6,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.48m","17' 11.75""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",2,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.48m","17' 11.75""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.2,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.48m","17' 11.75""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",-0.4,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.46m","17' 11""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",1.4,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.44m","17' 10.25""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",0.1,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.44m","17' 10.25""","2019 Oxy Invitational","May 11, 2019",1.5,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.44m","17' 10.25""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1.4,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.43m","17' 9.75""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1.2,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.42m","17' 9.5""","23rd Rossi Relays","Feb 23, 2019",0.9,"Athena","LJ","2019","Outdoor"
