"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Mell, Amanda","JR-3","5.42m","17' 9.5""","Redlands Invitational","Mar 15, 2019",-0.8,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.41m","17' 9""","Beach Invitational","Apr 19, 2019",-0.1,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.40m","17' 8.75""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0.4,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.40m","17' 8.75""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1.7,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.39m","17' 8.25""","Beach Invitational","Apr 19, 2019",-0.3,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.38m","17' 8""","41st Annual Aztec Open","Mar 21, 2019",0.6,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.38m","17' 8""","SCIAC Multi-Dual #2","Mar 30, 2019",-0.4,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.38m","17' 8""","Redlands Invitational","Mar 15, 2019",-2.1,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.36m","17' 7""","SCIAC Multi-Dual #2","Mar 30, 2019",-0.6,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.36m","17' 7""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1.3,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.36m","17' 7""","Redlands Final Qualifying Meet","May 15, 2019",1.6,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.36m","17' 7""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1.2,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.34m","17' 6.25""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",-0.7,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.34m","17' 6.25""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.34m","17' 6.25""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.33m","17' 6""","41st Annual Aztec Open","Mar 21, 2019",-0.2,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.33m","17' 6""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",-1,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.33m","17' 6""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0.9,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.33m","17' 6""","41st Annual Aztec Open","Mar 21, 2019",0.7,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.31m","17' 5.25""","Redlands Final Qualifying Meet","May 15, 2019",1.8,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.31m","17' 5.25""","SCIAC Multi-Dual #2","Mar 30, 2019",0,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.31m","17' 5.25""","2019 Oxy Invitational","May 11, 2019",0,"Athena","LJ","2019","Outdoor"
"Egerter, Aubrey","SO-2","5.30m","17' 4.75""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1.9,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.30m","17' 4.75""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",-0.5,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.30m","17' 4.75""","2019 Oxy Invitational","May 11, 2019",-0.9,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.30m","17' 4.75""","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019",1.8,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.30m","17' 4.75""","Redlands Invitational","Mar 15, 2019",-1.5,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","5.29m","17' 4.25""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.29m","17' 4.25""","23rd Rossi Relays","Feb 23, 2019",1.1,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.29m","17' 4.25""","Redlands Invitational","Mar 15, 2019",-1.4,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.28m","17' 4""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",1.4,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","5.28m","17' 4""","SCIAC Track & Field Conference Championships","Apr 27, 2019",2,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.28m","17' 4""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.28m","17' 4""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",1.7,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.28m","17' 4""","2019 Oxy Invitational","May 11, 2019",-1.2,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.27m","17' 3.5""","41st Annual Aztec Open","Mar 21, 2019",0,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","5.27m","17' 3.5""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.26m","17' 3.25""","2019 Oxy Invitational","May 11, 2019",1,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.26m","17' 3.25""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",1.2,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.25m","17' 2.75""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0.6,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.25m","17' 2.75""","Redlands Invitational","Mar 15, 2019",-0.2,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.25m","17' 2.75""","23rd Rossi Relays","Feb 23, 2019",0.6,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.24m","17' 2.25""","Beach Invitational","Apr 19, 2019",0,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.24m","17' 2.25""","Redlands Invitational","Mar 15, 2019",-1.1,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.23m","17' 2""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.23m","17' 2""","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019",-0.3,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.22m","17' 1.5""","Redlands Invitational","Mar 15, 2019",0.7,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.21m","17' 1.25""","23rd Rossi Relays","Feb 23, 2019",0.3,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","5.21m","17' 1.25""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",1.6,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.21m","17' 1.25""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.20m","17' 0.75""","2019 Oxy Invitational","May 11, 2019",1,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.19m","17' 0.5""","2019 Oxy Invitational","May 11, 2019",-1.6,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.19m","17' 0.5""","Redlands Invitational","Mar 15, 2019",-1.7,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.19m","17' 0.5""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",-0.2,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.18m","17' 0""","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019",0,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.17m","16' 11.5""","23rd Rossi Relays","Feb 23, 2019",1.4,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.16m","16' 11.25""","SCIAC Multi-Dual #2","Mar 30, 2019",-0.6,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","5.15m","16' 10.75""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1.9,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.15m","16' 10.75""","2019 Oxy Invitational","May 11, 2019",-0.4,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.15m","16' 10.75""","SCIAC Multi-Dual #2","Mar 30, 2019",-0.6,"Athena","LJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","5.14m","16' 10.5""","41st Annual Aztec Open","Mar 21, 2019",0,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.14m","16' 10.5""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1.9,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.14m","16' 10.5""","SCIAC Multi-Dual #2","Mar 30, 2019",0,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.14m","16' 10.5""","23rd Rossi Relays","Feb 23, 2019",-0.5,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.13m","16' 10""","SCIAC Multi-Dual #2","Mar 30, 2019",0.1,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.13m","16' 10""","Beach Invitational","Apr 19, 2019",0.4,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.13m","16' 10""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",-0.4,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.12m","16' 9.75""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1.7,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.12m","16' 9.75""","Redlands Final Qualifying Meet","May 15, 2019",1.7,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.11m","16' 9.25""","SCIAC Multi-Dual #2","Mar 30, 2019",-1,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.11m","16' 9.25""","SCIAC Dual Redlands","Mar 2, 2019",-1.5,"Athena","LJ","2019","Outdoor"
"Egerter, Aubrey","SO-2","5.11m","16' 9.25""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1.2,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","5.10m","16' 8.75""","41st Annual Aztec Open","Mar 21, 2019",2,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.09m","16' 8.5""","23rd Rossi Relays","Feb 23, 2019",0.5,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.09m","16' 8.5""","Beach Invitational","Apr 19, 2019",0.1,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.08m","16' 8""","Beach Invitational","Apr 19, 2019",0,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.08m","16' 8""","SCIAC Multi-Dual #2","Mar 30, 2019",-0.1,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.08m","16' 8""","Redlands Invitational","Mar 15, 2019",-1.2,"Athena","LJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","5.08m","16' 8""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1.6,"Athena","LJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","5.07m","16' 7.75""","41st Annual Aztec Open","Mar 21, 2019",1.2,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.07m","16' 7.75""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.4,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.06m","16' 7.25""","Oxy Distance Carnival Spring Break Classic","Mar 9, 2019",0.2,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.06m","16' 7.25""","SCIAC Dual Redlands","Mar 2, 2019",-1.6,"Athena","LJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","5.06m","16' 7.25""","SCIAC Track & Field Conference Championships","Apr 27, 2019",0.7,"Athena","LJ","2019","Outdoor"
"Egerter, Aubrey","SO-2","5.04m","16' 6.5""","Redlands Invitational","Mar 15, 2019",-0.1,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","5.03m","16' 6""","SCIAC Dual Redlands","Mar 2, 2019",-1.2,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","5.03m","16' 6""","23rd Rossi Relays","Feb 23, 2019",1.8,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","5.02m","16' 5.75""","SCIAC Dual Redlands","Mar 2, 2019",-2,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","5.02m","16' 5.75""","23rd Rossi Relays","Feb 23, 2019",0,"Athena","LJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","5.01m","16' 5.25""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.5,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","4.99m","16' 4.5""","23rd Rossi Relays","Feb 23, 2019",-1.3,"Athena","LJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","4.98m","16' 4.25""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1.3,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","4.98m","16' 4.25""","23rd Rossi Relays","Feb 23, 2019",1.9,"Athena","LJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","4.97m","16' 3.75""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",1.7,"Athena","LJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","4.97m","16' 3.75""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0.3,"Athena","LJ","2019","Outdoor"
"Griffith, Sabrine","JR-3","4.96m","16' 3.25""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",-0.3,"Athena","LJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","4.96m","16' 3.25""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0,"Athena","LJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","4.95m","16' 3""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0.5,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","4.95m","16' 3""","SCIAC Dual Redlands","Mar 2, 2019",-2.2,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","4.93m","16' 2.25""","SCIAC Multi-Dual #2","Mar 30, 2019",-1.4,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","4.92m","16' 1.75""","23rd Rossi Relays","Feb 23, 2019",1.9,"Athena","LJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","4.89m","16' 0.5""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.4,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","4.89m","16' 0.5""","Beach Invitational","Apr 19, 2019",1.2,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","4.89m","16' 0.5""","Redlands Invitational","Mar 15, 2019",-2,"Athena","LJ","2019","Outdoor"
"Egerter, Aubrey","SO-2","4.89m","16' 0.5""","Redlands Invitational","Mar 15, 2019",-0.4,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","4.88m","16' 0.25""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",-0.9,"Athena","LJ","2019","Outdoor"
"Egerter, Aubrey","SO-2","4.88m","16' 0.25""","Redlands Invitational","Mar 15, 2019",-0.6,"Athena","LJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","4.87m","15' 11.75""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0,"Athena","LJ","2019","Outdoor"
"Egerter, Aubrey","SO-2","4.86m","15' 11.5""","SCIAC Multi-Dual #2","Mar 30, 2019",-0.2,"Athena","LJ","2019","Outdoor"
"Mell, Amanda","JR-3","4.86m","15' 11.5""","23rd Rossi Relays","Feb 23, 2019",0.9,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","4.86m","15' 11.5""","SCIAC Multi-Dual #2","Mar 30, 2019",0,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","4.84m","15' 10.5""","SCIAC Multi-Dual #2","Mar 30, 2019",1.1,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","4.83m","15' 10.25""","SCIAC Dual Redlands","Mar 2, 2019",-1.9,"Athena","LJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","4.82m","15' 9.75""","SCIAC Track & Field Conference Championships","Apr 27, 2019",2,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","4.82m","15' 9.75""","2019 Oxy Invitational","May 11, 2019",-1.9,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","4.82m","15' 9.75""","Beach Invitational","Apr 19, 2019",-0.2,"Athena","LJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","4.81m","15' 9.5""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",-2.1,"Athena","LJ","2019","Outdoor"
"Catolico, Julia","SO-2","4.80m","15' 9""","23rd Rossi Relays","Feb 23, 2019",1.5,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","4.79m","15' 8.75""","Redlands Invitational","Mar 15, 2019",-1.3,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","4.79m","15' 8.75""","23rd Rossi Relays","Feb 23, 2019",1.6,"Athena","LJ","2019","Outdoor"
"Catolico, Julia","SO-2","4.78m","15' 8.25""","SCIAC Dual Redlands","Mar 2, 2019",-1.4,"Athena","LJ","2019","Outdoor"
"Egerter, Aubrey","SO-2","4.77m","15' 7.75""","Redlands Invitational","Mar 15, 2019",-1.4,"Athena","LJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","4.76m","15' 7.5""","Redlands Invitational","Mar 15, 2019",0.4,"Athena","LJ","2019","Outdoor"
"Egerter, Aubrey","SO-2","4.75m","15' 7""","41st Annual Aztec Open","Mar 21, 2019",0,"Athena","LJ","2019","Outdoor"
"Catolico, Julia","SO-2","4.75m","15' 7""","41st Annual Aztec Open","Mar 21, 2019",0,"Athena","LJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","4.73m","15' 6.25""","23rd Rossi Relays","Feb 23, 2019",0,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","4.73m","15' 6.25""","SCIAC Dual Redlands","Mar 2, 2019",-0.8,"Athena","LJ","2019","Outdoor"
"Catolico, Julia","SO-2","4.73m","15' 6.25""","Redlands Invitational","Mar 15, 2019",-0.2,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","4.73m","15' 6.25""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0,"Athena","LJ","2019","Outdoor"
"Catolico, Julia","SO-2","4.72m","15' 6""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0,"Athena","LJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","4.72m","15' 6""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",1.1,"Athena","LJ","2019","Outdoor"
"Catolico, Julia","SO-2","4.72m","15' 6""","SCIAC Dual Redlands","Mar 2, 2019",-2.1,"Athena","LJ","2019","Outdoor"
"Catolico, Julia","SO-2","4.71m","15' 5.5""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",1.2,"Athena","LJ","2019","Outdoor"
"Marsh, Deyana","SO-2","4.70m","15' 5""","41st Annual Aztec Open","Mar 21, 2019",0,"Athena","LJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","4.70m","15' 5""","Redlands Invitational","Mar 15, 2019",0.2,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","4.70m","15' 5""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0,"Athena","LJ","2019","Outdoor"
"Catolico, Julia","SO-2","4.70m","15' 5""","41st Annual Aztec Open","Mar 21, 2019",1.6,"Athena","LJ","2019","Outdoor"
"Catolico, Julia","SO-2","4.68m","15' 4.25""","Redlands Invitational","Mar 15, 2019",-0.6,"Athena","LJ","2019","Outdoor"
"Catolico, Julia","SO-2","4.65m","15' 3.25""","23rd Rossi Relays","Feb 23, 2019",2,"Athena","LJ","2019","Outdoor"
"Catolico, Julia","SO-2","4.64m","15' 2.75""","SCIAC Track & Field Conference Championships","Apr 27, 2019",2,"Athena","LJ","2019","Outdoor"
"Catolico, Julia","SO-2","4.63m","15' 2.25""","SCIAC Dual Redlands","Mar 2, 2019",0,"Athena","LJ","2019","Outdoor"
"Marsh, Deyana","SO-2","4.62m","15' 2""","SCIAC Multi-Dual #2","Mar 30, 2019",0,"Athena","LJ","2019","Outdoor"
"Catolico, Julia","SO-2","4.62m","15' 2""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0.3,"Athena","LJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","4.60m","15' 1.25""","Redlands Invitational","Mar 15, 2019",0.1,"Athena","LJ","2019","Outdoor"
"Marsh, Deyana","SO-2","4.60m","15' 1.25""","41st Annual Aztec Open","Mar 21, 2019",0,"Athena","LJ","2019","Outdoor"
"Marsh, Deyana","SO-2","4.58m","15' 0.5""","Claremont Classic Hep/Dec Multis Meet","May 8, 2019",2,"Athena","LJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","4.58m","15' 0.5""","SCIAC Dual Redlands","Mar 2, 2019",-0.2,"Athena","LJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","4.55m","14' 11.25""","SCIAC Multi-Dual #2","Mar 30, 2019",0,"Athena","LJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","4.55m","14' 11.25""","Redlands Invitational","Mar 15, 2019",-0.1,"Athena","LJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","4.51m","14' 9.75""","SCIAC Multi-Dual #2","Mar 30, 2019",0,"Athena","LJ","2019","Outdoor"
"Canfield, Julia","JR-3","4.50m","14' 9.25""","Redlands Invitational","Mar 15, 2019",-0.7,"Athena","LJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","4.50m","14' 9.25""","23rd Rossi Relays","Feb 23, 2019",-0.5,"Athena","LJ","2019","Outdoor"
"Catolico, Julia","SO-2","4.50m","14' 9.25""","Redlands Invitational","Mar 15, 2019",-2.4,"Athena","LJ","2019","Outdoor"
"Canfield, Julia","JR-3","4.50m","14' 9.25""","23rd Rossi Relays","Feb 23, 2019",0.5,"Athena","LJ","2019","Outdoor"
"Catolico, Julia","SO-2","4.50m","14' 9.25""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",-1.1,"Athena","LJ","2019","Outdoor"
"Egerter, Aubrey","SO-2","4.50m","14' 9.25""","41st Annual Aztec Open","Mar 21, 2019",0.5,"Athena","LJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","4.49m","14' 8.75""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",-0.5,"Athena","LJ","2019","Outdoor"
"Catolico, Julia","SO-2","4.49m","14' 8.75""","SCIAC Multi-Dual #2","Mar 30, 2019",0,"Athena","LJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","4.48m","14' 8.5""","SCIAC Dual Redlands","Mar 2, 2019",-1.1,"Athena","LJ","2019","Outdoor"
