"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Beauchemin, Hayden","FR-1","9:11.24","Oxy Invitational","May 6, 2023","Stag","3000S","2023","Outdoor"
"Beauchemin, Hayden","FR-1","9:12.26","APU Franson Last Chance","May 12, 2023","Stag","3000S","2023","Outdoor"
"Beauchemin, Hayden","FR-1","9:12.31","2023 Bryan Clay Invitational","Apr 13, 2023","Stag","3000S","2023","Outdoor"
"Beauchemin, Hayden","FR-1","9:13.52","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Stag","3000S","2023","Outdoor"
"Beauchemin, Hayden","FR-1","9:23.60","2023 SCIAC T&F Championships","Apr 29, 2023","Stag","3000S","2023","Outdoor"
"Beauchemin, Hayden","FR-1","9:29.67","Occidental Distance Carnival & Spring Break Classic (Co","Mar 11, 2023","Stag","3000S","2023","Outdoor"
"Gomez De la Vega, Agustin","SO-2","9:33.82","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Stag","3000S","2023","Outdoor"
"Gomez De la Vega, Agustin","SO-2","9:39.75","2023 SCIAC T&F Championships","Apr 29, 2023","Stag","3000S","2023","Outdoor"
"Beauchemin, Hayden","FR-1","9:41.56","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Stag","3000S","2023","Outdoor"
"Gomez De la Vega, Agustin","SO-2","9:42.08","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Stag","3000S","2023","Outdoor"
"Batra, Raja","JR-3","9:44.16","2023 SCIAC T&F Championships","Apr 29, 2023","Stag","3000S","2023","Outdoor"
"Gomez De la Vega, Agustin","SO-2","9:49.24","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Stag","3000S","2023","Outdoor"
"Batra, Raja","JR-3","10:01.43","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Stag","3000S","2023","Outdoor"
"Batra, Raja","JR-3","10:21.75","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Stag","3000S","2023","Outdoor"
