"Time","Athletes","Meet","Meet_Date","Team","Event","Season","Location"
"10:03.94","Molineux, Hightower, Jones, Lombardo","Rossi Relays","Feb 22, 2014","Stag","DMR","2014","Outdoor"
"10:24.28","Sealand, Jackson, Mathkour, Ryan","Rossi Relays","Feb 22, 2014","Stag","DMR","2014","Outdoor"
"10:40.64","Loustalet, Berrueta, Jones, Owlett","Rossi Relays","Feb 22, 2014","Stag","DMR","2014","Outdoor"
"10:43.02","Robinson, Stashko, Kirk, Joseph","Rossi Relays","Feb 22, 2014","Stag","DMR","2014","Outdoor"
"10:57.86","Higle-Ralbovsky, Jauregui, Cooper, Lund","Rossi Relays","Feb 22, 2014","Stag","DMR","2014","Outdoor"
