"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Griffith, Sabrine","FR-1","5.40m","17' 8.75""","SCIAC Track & Field Championships","Apr 29, 2016",0.2,"Athena","LJ","2016","Outdoor"
"Griffith, Sabrine","FR-1","5.38m","17' 8""","SCIAC Multi-Dual #3","Apr 16, 2016",1.8,"Athena","LJ","2016","Outdoor"
"Griffith, Sabrine","FR-1","5.37m","17' 7.5""","SCIAC Track & Field Championships","Apr 29, 2016",0.2,"Athena","LJ","2016","Outdoor"
"Griffith, Sabrine","FR-1","5.31m","17' 5.25""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1,"Athena","LJ","2016","Outdoor"
"Griffith, Sabrine","FR-1","5.26m","17' 3.25""","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016",0.1,"Athena","LJ","2016","Outdoor"
"Griffith, Sabrine","FR-1","5.26m","17' 3.25""","SCIAC Track & Field Championships","Apr 29, 2016",0.1,"Athena","LJ","2016","Outdoor"
"Griffith, Sabrine","FR-1","5.26m","17' 3.25""","2016 Oxy Invitational (College/University)","May 7, 2016",0.8,"Athena","LJ","2016","Outdoor"
"Griffith, Sabrine","FR-1","5.24m","17' 2.25""","2016 Oxy Invitational (College/University)","May 7, 2016",0,"Athena","LJ","2016","Outdoor"
"Lee, Liz","JR-3","5.23m","17' 2""","SCIAC Multi-Dual #2 (UR/WC/CMS/ULV/CHU)","Apr 2, 2016",1.9,"Athena","LJ","2016","Outdoor"
"Lee, Liz","JR-3","5.22m","17' 1.5""","SCIAC Track & Field Championships","Apr 29, 2016",0.7,"Athena","LJ","2016","Outdoor"
"Griffith, Sabrine","FR-1","5.21m","17' 1.25""","SCIAC Track and Field Multi-Dual # 1","Mar 5, 2016",0,"Athena","LJ","2016","Outdoor"
"Chami, Dani","FR-1","5.19m","17' 0.5""","2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",1.3,"Athena","LJ","2016","Outdoor"
"Griffith, Sabrine","FR-1","5.19m","17' 0.5""","2016 Pomona-Pitzer T&F Invite","Apr 9, 2016",-0.7,"Athena","LJ","2016","Outdoor"
"Griffith, Sabrine","FR-1","5.19m","17' 0.5""","2016 Ross and Sharon Irwin Collegiate Scoring Meet","Mar 19, 2016",1.3,"Athena","LJ","2016","Outdoor"
"Chami, Dani","FR-1","5.18m","17' 0""","SCIAC Multi-Dual #3","Apr 16, 2016",1.3,"Athena","LJ","2016","Outdoor"
