"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Kroll, Jackie",NA,"9.65m","31' 8""","SCIAC Quad Meet 3","Apr 7, 2012","Athena","SP","2012","Outdoor"
"Kroll, Jackie",NA,"9.28m","30' 5.5""","SCIAC Quad Meet 3","Apr 7, 2012","Athena","SP","2012","Outdoor"
"Kroll, Jackie",NA,"9.20m","30' 2.25""","SCIAC Quad Meet 3","Apr 7, 2012","Athena","SP","2012","Outdoor"
"Kroll, Jackie",NA,"9.14m","30' 0""","SCIAC Quad Meet 3","Apr 7, 2012","Athena","SP","2012","Outdoor"
"Nguyen, Monique",NA,"9.06m","29' 8.75""","SCIAC 5 Way Meet Calu","Mar 24, 2012","Athena","SP","2012","Outdoor"
"Kroll, Jackie",NA,"8.97m","29' 5.25""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","SP","2012","Outdoor"
"Nguyen, Monique",NA,"8.96m","29' 4.75""","SCIAC Quad Meet 3","Apr 7, 2012","Athena","SP","2012","Outdoor"
"Kroll, Jackie",NA,"8.76m","28' 9""","UCSD - CPP - CMS Triangular","Feb 18, 2012","Athena","SP","2012","Outdoor"
"Kroll, Jackie",NA,"8.72m","28' 7.5""","Rossi Relays","Feb 25, 2012","Athena","SP","2012","Outdoor"
"Kroll, Jackie",NA,"8.58m","28' 1.75""","Chapman/CMS/Pomona-Pitzer/Redlands/Whittier","Mar 3, 2012","Athena","SP","2012","Outdoor"
"Nguyen, Monique",NA,"8.24m","27' 0.5""","SCIAC Quad Meet 3","Apr 7, 2012","Athena","SP","2012","Outdoor"
"Kroll, Jackie",NA,"8.16m","26' 9.25""","Rossi Relays","Feb 25, 2012","Athena","SP","2012","Outdoor"
"Nguyen, Monique",NA,"8.05m","26' 5""","SCIAC Quad Meet 3","Apr 7, 2012","Athena","SP","2012","Outdoor"
"Kroll, Jackie",NA,"7.89m","25' 10.75""","SCIAC Quad Meet 3","Apr 7, 2012","Athena","SP","2012","Outdoor"
"Kroll, Jackie",NA,"7.85m","25' 9.25""","SCIAC Quad Meet 3","Apr 7, 2012","Athena","SP","2012","Outdoor"
