"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"McDonald, Alex","SO-2","53.10","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","400H","2019","Outdoor"
"McDonald, Alex","SO-2","54.42","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019","Stag","400H","2019","Outdoor"
"McDonald, Alex","SO-2","54.58","NCAA Division III Outdoor Track & Field Championships","May 23, 2019","Stag","400H","2019","Outdoor"
"McDonald, Alex","SO-2","54.60","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Stag","400H","2019","Outdoor"
"McDonald, Alex","SO-2","54.72","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","400H","2019","Outdoor"
"McDonald, Alex","SO-2","54.87","Beach Invitational","Apr 19, 2019","Stag","400H","2019","Outdoor"
"McDonald, Alex","SO-2","55.03","23rd Rossi Relays","Feb 23, 2019","Stag","400H","2019","Outdoor"
"McDonald, Alex","SO-2","55.50","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Stag","400H","2019","Outdoor"
"McDonald, Alex","SO-2","55.69","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","400H","2019","Outdoor"
"McDonald, Alex","SO-2","56.88","41st Annual Aztec Open","Mar 21, 2019","Stag","400H","2019","Outdoor"
"McDonald, Alex","SO-2","58.14","SCIAC Dual Redlands","Mar 2, 2019","Stag","400H","2019","Outdoor"
"Southerland, Finn","SR-4","59.34","SCIAC Track & Field Conference Championships","Apr 27, 2019","Stag","400H","2019","Outdoor"
"Southerland, Finn","SR-4","59.82","SCIAC Multi-Dual #2","Mar 30, 2019","Stag","400H","2019","Outdoor"
"Southerland, Finn","SR-4","59.82","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019","Stag","400H","2019","Outdoor"
"Southerland, Finn","SR-4","59.97","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019","Stag","400H","2019","Outdoor"
"Southerland, Finn","SR-4","1:00.01","41st Annual Aztec Open","Mar 21, 2019","Stag","400H","2019","Outdoor"
"Southerland, Finn","SR-4","1:00.19","23rd Rossi Relays","Feb 23, 2019","Stag","400H","2019","Outdoor"
"Southerland, Finn","SR-4","1:01.31","SCIAC Dual Redlands","Mar 2, 2019","Stag","400H","2019","Outdoor"
"McGarvey, Dylan","SO-2","1:10.54","23rd Rossi Relays","Feb 23, 2019","Stag","400H","2019","Outdoor"
