"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Campbell, Christian","JR-3",10.69,"2022 Redlands Invitational (Collegiate)","Mar 18, 2022",1.9,"Stag","100","2022","Outdoor"
"Campbell, Christian","JR-3",10.8,"2022 Pomona-Pitzer T&F Invite","Apr 9, 2022",1.3,"Stag","100","2022","Outdoor"
"Campbell, Christian","JR-3",10.82,"SCIAC Track & Field Championships","Apr 30, 2022",1.7,"Stag","100","2022","Outdoor"
"Campbell, Christian","JR-3",10.87,"SCIAC Track & Field Championships","Apr 30, 2022",0.9,"Stag","100","2022","Outdoor"
"Teresi , Nicholas","SO-2",10.9,"2022 Pomona-Pitzer T&F Invite","Apr 9, 2022",0.5,"Stag","100","2022","Outdoor"
"Teresi , Nicholas","SO-2",10.96,"SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022",0.6,"Stag","100","2022","Outdoor"
"Teresi , Nicholas","SO-2",10.97,"2022 Redlands Invitational (Collegiate)","Mar 18, 2022",1.9,"Stag","100","2022","Outdoor"
"Balogun, Oluwatimilehin(Timi)","SO-2",10.98,"SCIAC Track & Field Championships","Apr 30, 2022",1.2,"Stag","100","2022","Outdoor"
"Campbell, Christian","JR-3",10.99,"25th Rossi Relays","Feb 26, 2022",1.4,"Stag","100","2022","Outdoor"
"Campbell, Christian","JR-3",11,"SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022",0.6,"Stag","100","2022","Outdoor"
"Balogun, Oluwatimilehin(Timi)","SO-2",11,"2022 Pomona-Pitzer T&F Invite","Apr 9, 2022",0.5,"Stag","100","2022","Outdoor"
"Campbell, Christian","JR-3",11.01,"Bryan Clay Invitational","Apr 13, 2022",1.5,"Stag","100","2022","Outdoor"
"Campbell, Christian","JR-3",11.01,"SCIAC #1 @ ULV","Mar 5, 2022",-1.4,"Stag","100","2022","Outdoor"
"Teresi , Nicholas","SO-2",11.06,"SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022",-1.3,"Stag","100","2022","Outdoor"
"Balogun, Oluwatimilehin(Timi)","SO-2",11.07,"SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022",0.6,"Stag","100","2022","Outdoor"
"Williams, Quincey","JR-3",11.08,"SCIAC Track & Field Championships","Apr 30, 2022",2,"Stag","100","2022","Outdoor"
"Balogun, Oluwatimilehin(Timi)","SO-2",11.09,"SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022",-1.3,"Stag","100","2022","Outdoor"
"Teresi , Nicholas","SO-2",11.1,"25th Rossi Relays","Feb 26, 2022",0.7,"Stag","100","2022","Outdoor"
"Teresi , Nicholas","SO-2",11.1,"SCIAC Track & Field Championships","Apr 30, 2022",0.9,"Stag","100","2022","Outdoor"
"Williams, Quincey","JR-3",11.12,"2022 Pomona-Pitzer T&F Invite","Apr 9, 2022",0.5,"Stag","100","2022","Outdoor"
"Teresi , Nicholas","SO-2",11.14,"2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022",0.6,"Stag","100","2022","Outdoor"
"Teresi , Nicholas","SO-2",11.15,"Westmont Collegiate Classic","Mar 26, 2022",0,"Stag","100","2022","Outdoor"
"Balogun, Oluwatimilehin(Timi)","SO-2",11.17,"SCIAC Track & Field Championships","Apr 30, 2022",0.9,"Stag","100","2022","Outdoor"
"Williams, Quincey","JR-3",11.18,"SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022",0.6,"Stag","100","2022","Outdoor"
"Cockburn, Jamie","JR-3",11.24,"SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022",-1.7,"Stag","100","2022","Outdoor"
"Balogun, Oluwatimilehin(Timi)","SO-2",11.25,"25th Rossi Relays","Feb 26, 2022",0.8,"Stag","100","2022","Outdoor"
"Williams, Quincey","JR-3",11.26,"SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022",-1.3,"Stag","100","2022","Outdoor"
"Verma, Viksit","JR-3",11.3,"25th Rossi Relays","Feb 26, 2022",0.8,"Stag","100","2022","Outdoor"
"Teresi , Nicholas","SO-2",11.31,"SCIAC #1 @ ULV","Mar 5, 2022",-1.4,"Stag","100","2022","Outdoor"
"Williams, Quincey","JR-3",11.33,"25th Rossi Relays","Feb 26, 2022",0.8,"Stag","100","2022","Outdoor"
"Verma, Viksit","JR-3",11.36,"2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022",0.5,"Stag","100","2022","Outdoor"
"Williams, Quincey","SR-4",11.36,"2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022",-0.8,"Stag","100","2022","Outdoor"
