"Athlete","Year","Time","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Balogun, Oluwatimilehin","SO-2",11.39,"2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022",-0.8,"Stag","100","2022","Outdoor"
"Balogun, Oluwatimilehin(Timi)","SO-2",11.42,"SCIAC #1 @ ULV","Mar 5, 2022",-1.8,"Stag","100","2022","Outdoor"
"Myers, Jack","FR-1",11.53,"25th Rossi Relays","Feb 26, 2022",1.8,"Stag","100","2022","Outdoor"
"Emuwa, Chukwuka","SR-4",11.55,"SCIAC Track & Field Championships","Apr 30, 2022",0,"Stag","100","2022","Outdoor"
"Williams, Quincey","SR-4",11.57,"SCIAC #1 @ ULV","Mar 5, 2022",-1.8,"Stag","100","2022","Outdoor"
"Verma, Viksit","JR-3",11.61,"SCIAC #1 @ ULV","Mar 5, 2022",-1.8,"Stag","100","2022","Outdoor"
"Emuwa, Chukwuka","SR-4",11.67,"SCIAC Multi Dual #2 CMS/ULV/CU/PP/CLU","Apr 2, 2022",1.1,"Stag","100","2022","Outdoor"
"Emuwa, Chukwuka","SR-4",11.72,"SCIAC#3 (ULV,CIT,CU,CMS,OC)","Apr 16, 2022",-0.9,"Stag","100","2022","Outdoor"
"Loudermilk, Brian","JR-3",11.74,"SCIAC Track & Field Championships","Apr 30, 2022",0,"Stag","100","2022","Outdoor"
"Emuwa, Chukwuka","SR-4",11.8,"2022 Pomona-Pitzer T&F Invite","Apr 9, 2022",1.1,"Stag","100","2022","Outdoor"
"Emuwa, Chukwuka","SR-4",11.84,"Westmont Collegiate Classic","Mar 26, 2022",0,"Stag","100","2022","Outdoor"
"Emuwa, Chukwuka","SR-4",12.05,"25th Rossi Relays","Feb 26, 2022",0.2,"Stag","100","2022","Outdoor"
"Emuwa, Chukwuka","SR-4",12.08,"2022 Pomona-Pitzer Collegiate All-Comers","Feb 19, 2022",1.8,"Stag","100","2022","Outdoor"
"Emuwa, Chukwuka","SR-4",12.18,"SCIAC #1 @ ULV","Mar 5, 2022",-2.7,"Stag","100","2022","Outdoor"
