"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Burger, Emily","SO-2","37.67m","123' 7""","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Athena","JT","2023","Outdoor"
"Burger, Emily","SO-2","35.67m","117' 0""","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","JT","2023","Outdoor"
"Burger, Emily","SO-2","35.14m","115' 3""","2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023","Athena","JT","2023","Outdoor"
"Hekster, Antonia","SO-2","33.97m","111' 5""","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","JT","2023","Outdoor"
"Hekster, Antonia","SO-2","33.24m","109' 1""","2023 Redlands Final Qualifier","May 17, 2023","Athena","JT","2023","Outdoor"
"Burger, Emily","SO-2","32.64m","107' 1""","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","JT","2023","Outdoor"
"Burger, Emily","SO-2","32.23m","105' 9""","2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023","Athena","JT","2023","Outdoor"
"Arnold, Georgia","FR-1","32.11m","105' 4""","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","JT","2023","Outdoor"
"Burger, Emily","SO-2","32.11m","105' 4""","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Athena","JT","2023","Outdoor"
"Burger, Emily","SO-2","31.98m","104' 11""","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","JT","2023","Outdoor"
"Burger, Emily","SO-2","31.94m","104' 9""","2023 Pomona-Pitzer T&F Invite","Apr 8, 2023","Athena","JT","2023","Outdoor"
"Arnold, Georgia","FR-1","31.90m","104' 8""","2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023","Athena","JT","2023","Outdoor"
"Hekster, Antonia","SO-2","31.50m","103' 4""","2023 Redlands Final Qualifier","May 17, 2023","Athena","JT","2023","Outdoor"
"Burger, Emily","SO-2","31.49m","103' 4""","2023 Pomona-Pitzer T&F Invite","Apr 8, 2023","Athena","JT","2023","Outdoor"
"Hekster, Antonia","SO-2","31.41m","103' 1""","2023 Redlands Final Qualifier","May 17, 2023","Athena","JT","2023","Outdoor"
"Hekster, Antonia","SO-2","31.30m","102' 8""","Redlands Invitational (Collegiate)","Mar 17, 2023","Athena","JT","2023","Outdoor"
"Arnold, Georgia","FR-1","31.29m","102' 8""","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","JT","2023","Outdoor"
"Hekster, Antonia","SO-2","31.22m","102' 5""","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","JT","2023","Outdoor"
"Burger, Emily","SO-2","31.12m","102' 1""","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Athena","JT","2023","Outdoor"
"Burger, Emily","SO-2","31.05m","101' 10""","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Athena","JT","2023","Outdoor"
"Arnold, Georgia","FR-1","30.95m","101' 6""","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","JT","2023","Outdoor"
"Arnold, Georgia","FR-1","30.90m","101' 4""","2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023","Athena","JT","2023","Outdoor"
"Hekster, Antonia","SO-2","30.84m","101' 2""","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Athena","JT","2023","Outdoor"
"Arnold, Georgia","FR-1","30.70m","100' 9""","2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023","Athena","JT","2023","Outdoor"
"Arnold, Georgia","FR-1","30.67m","100' 7""","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","JT","2023","Outdoor"
"Hekster, Antonia","SO-2","30.54m","100' 2""","Mangrum Invitational","Mar 24, 2023","Athena","JT","2023","Outdoor"
"Hekster, Antonia","SO-2","30.50m","100' 1""","Mangrum Invitational","Mar 24, 2023","Athena","JT","2023","Outdoor"
"Hekster, Antonia","SO-2","30.48m","100' 0""","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Athena","JT","2023","Outdoor"
"Arnold, Georgia","FR-1","30.39m","99' 8""","2023 Pomona-Pitzer T&F Invite","Apr 8, 2023","Athena","JT","2023","Outdoor"
"Hekster, Antonia","SO-2","30.31m","99' 5""","2023 SCIAC T&F Championships","Apr 29, 2023","Athena","JT","2023","Outdoor"
"Burger, Emily","SO-2","30.31m","99' 5""","2023 Pomona-Pitzer T&F Invite","Apr 8, 2023","Athena","JT","2023","Outdoor"
