"Time","Athletes","Meet","Meet_Date","Team","Event","Season","Location"
"8:15.83","Sealand, Iten, Psaltakis, Harris","Rossi Relays","Feb 25, 2017","Stag","4x800","2017","Outdoor"
"8:19.44","Denning, Mulligan, Banks, Lund","Rossi Relays","Feb 25, 2017","Stag","4x800","2017","Outdoor"
"8:33.09","D'Anieri, Macdonald, Ives, Robison","Rossi Relays","Feb 25, 2017","Stag","4x800","2017","Outdoor"
