"Athlete","Year","Points","Meet","Meet_Date","Team","Event","Season","Location"
"Rainaldi, Ross","SO-2",5388,"Claremont Classic Hep/Dec Multis Meet","May 8, 2019","Stag","Dec","2019","Outdoor"
