"Athlete","Year","Mark","Conv","Meet","Meet_Date","Team","Event","Season","Location"
"Simon, Brooke","FR-1","3.70m","12' 1.5""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Athena","PV","2020","Outdoor"
"Simon, Brooke","FR-1","3.50m","11' 5.75""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Athena","PV","2020","Outdoor"
"Simon, Brooke","FR-1","3.50m","11' 5.75""","Rossi Relays","Feb 22, 2020","Athena","PV","2020","Outdoor"
"Simon, Brooke","FR-1","3.50m","11' 5.75""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Athena","PV","2020","Outdoor"
"Simon, Brooke","FR-1","3.35m","10' 11.75""","Rossi Relays","Feb 22, 2020","Athena","PV","2020","Outdoor"
"Simon, Brooke","FR-1","3.35m","10' 11.75""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Athena","PV","2020","Outdoor"
"Peterson, Robin","SO-2","3.20m","10' 6""","Rossi Relays","Feb 22, 2020","Athena","PV","2020","Outdoor"
"Sepulveda, Ariel","JR-3","3.05m","10' 0""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Athena","PV","2020","Outdoor"
"Peterson, Robin","SO-2","3.05m","10' 0""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Athena","PV","2020","Outdoor"
"Peterson, Robin","SO-2","3.05m","10' 0""","Rossi Relays","Feb 22, 2020","Athena","PV","2020","Outdoor"
"Peterson, Robin","SO-2","3.05m","10' 0""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Athena","PV","2020","Outdoor"
"Sepulveda, Ariel","JR-3","2.90m","9' 6.25""","Rossi Relays","Feb 22, 2020","Athena","PV","2020","Outdoor"
"Sepulveda, Ariel","JR-3","2.90m","9' 6.25""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Athena","PV","2020","Outdoor"
"Sepulveda, Ariel","JR-3","2.90m","9' 6.25""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Athena","PV","2020","Outdoor"
"Peterson, Robin","SO-2","2.90m","9' 6.25""","Rossi Relays","Feb 22, 2020","Athena","PV","2020","Outdoor"
"Peterson, Robin","SO-2","2.90m","9' 6.25""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Athena","PV","2020","Outdoor"
"Sepulveda, Ariel","JR-3","2.75m","9' 0.25""","SCIAC Multi Dual WC/OXY/CMS/CU/CIT","Mar 7, 2020","Athena","PV","2020","Outdoor"
"Sepulveda, Ariel","JR-3","2.75m","9' 0.25""","2020 Pomona-Pitzer Collegiate All Comers","Feb 15, 2020","Athena","PV","2020","Outdoor"
"Sepulveda, Ariel","JR-3","2.75m","9' 0.25""","Rossi Relays","Feb 22, 2020","Athena","PV","2020","Outdoor"
