"Time","Athletes","Meet","Meet_Date","Team","Event","Season","Location"
"10:14.88","Krasemann, Russell, Nevens, Steinberg","25th Rossi Relays","Feb 26, 2022","Stag","DMR","2022","Outdoor"
"10:20.85","","25th Rossi Relays","Feb 26, 2022","Stag","DMR","2022","Outdoor"
"10:50.01","Wilkinson, Aldrich, Traul, O'Neill","25th Rossi Relays","Feb 26, 2022","Stag","DMR","2022","Outdoor"
"10:55.31","Taubenheim, Myers, Baca, Natarajan","25th Rossi Relays","Feb 26, 2022","Stag","DMR","2022","Outdoor"
"10:57.69","van Schendel, Burger, Hornung","25th Rossi Relays","Feb 26, 2022","Stag","DMR","2022","Outdoor"
"11:04.16","Pick, Cohan, Battaglia, Sogal","25th Rossi Relays","Feb 26, 2022","Stag","DMR","2022","Outdoor"
