"Time","Athletes","Meet","Meet_Date","Team","Event","Season","Location"
40.64,"Williams, Campbell, Teresi, Martinez","2023 SCIAC T&F Championships","Apr 29, 2023","Stag","4x100","2023","Outdoor"
41.05,"Williams, Campbell, Teresi, Martinez","63rd Annual Mt. SAC Relays","Apr 12, 2023","Stag","4x100","2023","Outdoor"
41.07,"Williams, Campbell, Teresi, Martinez","2023 Redlands Final Qualifier","May 17, 2023","Stag","4x100","2023","Outdoor"
41.08,"Williams, Campbell, Teresi, Martinez","Redlands Invitational (Collegiate)","Mar 17, 2023","Stag","4x100","2023","Outdoor"
41.11,"Williams, Campbell, Teresi, Martinez","2023 Triton Invite (College/University)","Apr 7, 2023","Stag","4x100","2023","Outdoor"
41.19,"Williams, Campbell, Teresi, Martinez","2023 Pomona-Pitzer Collegiate All-Comers","Feb 18, 2023","Stag","4x100","2023","Outdoor"
41.31,"Williams, Campbell, Teresi, Martinez","SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023","Stag","4x100","2023","Outdoor"
41.38,"Williams, Campbell, Teresi, Martinez","SCIAC Multi Dual #3 CMS/CIT/ULV/WCU","Apr 15, 2023","Stag","4x100","2023","Outdoor"
41.43,"Williams, Campbell, Teresi, Martinez","SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023","Stag","4x100","2023","Outdoor"
41.45,"Williams, Campbell, Teresi, Martinez","NCAA Division III Outdoor Track & Field Championships","May 25, 2023","Stag","4x100","2023","Outdoor"
