"Athlete","Year","Time","Meet","Meet_Date","Team","Event","Season","Location"
"Briskman, Jonathan","SR-4","30:34.61","Occidental Distance Carnival and Sprints Festival","Mar 14, 2014","Stag","10000","2014","Outdoor"
"Briskman, Jonathan","SR-4","30:46.42","Mt. SAC Relays","Apr 17, 2014","Stag","10000","2014","Outdoor"
"Briskman, Colin","SR-4","30:47.38","Occidental Distance Carnival and Sprints Festival","Mar 14, 2014","Stag","10000","2014","Outdoor"
"Briskman, Colin","SR-4","30:59.06","Mt. SAC Relays","Apr 17, 2014","Stag","10000","2014","Outdoor"
"Mauro, Alex","JR-3","31:25.07","2014 Cal-Nevada Track & Field Championships","Apr 4, 2014","Stag","10000","2014","Outdoor"
"Cook, Matt","JR-3","32:35.88","2014 Cal-Nevada Track & Field Championships","Apr 4, 2014","Stag","10000","2014","Outdoor"
"Wilson, Jack","SO-2","32:36.80","2014 Cal-Nevada Track & Field Championships","Apr 4, 2014","Stag","10000","2014","Outdoor"
"Higle-Ralbovsky, Jacob","SO-2","32:44.06","2014 Cal-Nevada Track & Field Championships","Apr 4, 2014","Stag","10000","2014","Outdoor"
"Banks, Nico","FR-1","33:32.20","Occidental Distance Carnival and Sprints Festival","Mar 14, 2014","Stag","10000","2014","Outdoor"
"Schein, Steve","SO-2","34:45.20","Occidental Distance Carnival and Sprints Festival","Mar 14, 2014","Stag","10000","2014","Outdoor"
