"Time","Athletes","Meet","Meet_Date","Team","Event","Season","Location"
"10:14.43","Dinolov, Macdonald, Doran, Brown","Rossi Relays","Feb 26, 2011","Stag","DMR","2011","Outdoor"
"10:33.91","Robinson, Stewart, Poyhonen, Baffi","Rossi Relays","Feb 26, 2011","Stag","DMR","2011","Outdoor"
"10:45.91","Dannenhauer, Van Houten, Ogilvie, Sutter","Rossi Relays","Feb 26, 2011","Stag","DMR","2011","Outdoor"
"10:53.84","Ayers, Chasan, Potterton, Naden","Rossi Relays","Feb 26, 2011","Stag","DMR","2011","Outdoor"
"11:26.52","Martinez, Shaughnessy, Kunselman, O'Neill","Rossi Relays","Feb 26, 2011","Stag","DMR","2011","Outdoor"
