"Time","Athletes","Meet","Meet_Date","Team","Event","Season","Location"
"10:12.78","D'Anieri, Guillory, Iten, Sealand","Rossi Relays","Feb 25, 2017","Stag","DMR","2017","Outdoor"
"10:33.53","Ives, Robison, Denning, Lund","Rossi Relays","Feb 25, 2017","Stag","DMR","2017","Outdoor"
"10:51.70","Banks, Wang, McCabe, Joseph","Rossi Relays","Feb 25, 2017","Stag","DMR","2017","Outdoor"
"11:08.69","Cooper, Kiefer, Psaltakis, Schulze","Rossi Relays","Feb 25, 2017","Stag","DMR","2017","Outdoor"
